Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
"Alin DEUTSCH (University of California, San Diego, USA)",Alin,Deutsch,University of California,San Diego,Member Review Board,United States,
"Yanlei DIAO (University of Massachusetts, Amherst, USA)",Yanlei,Diao,University of Massachusetts,Amherst,Member Review Board,United States,
"Wenfei FAN (University of Edinburg, UK)",Wenfei,Fan,University of Edinburgh,,Member Review Board,United Kingdom,https://orcid.org/0000-0001-5149-2656
"Alan FEKETE (University of Sydney, Australia)",Alan,Fekete,University of Sydney,,Member Review Board,Australia,
"Elena FERRARI (University of Insubria, Italy)",Elena,Ferrari,University of Insubria,,Member Review Board,Italy,https://orcid.org/0000-0002-7312-6769
"Shel FINKELSTEIN (SAP, USA)",Shel,Finkelstein,SAP,,Member Review Board,United States,
"Peter FISCHER (ETH Zurich, Switzerland)",Peter,Fischer,ETH Zurich,,Member Review Board,Switzerland,
"Minos GAROFALAKIS (Technical University of Crete, Greece)",Minos,Garofalakis,Technical University of Crete,,Member Review Board,Greece,
"Johannes GEHRKE (Cornell University, USA)",Johannes,Gehrke,Cornell University,,Member Review Board,United States,
Gabriel GHINITA (Purdue University),Gabriel,Ghinita,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0002-8372-3006
"Leo GIAKOUMAKIS (Microsoft, USA)",Leo,Giakoumakis,Microsoft Research,,Member Review Board,United States,
"Torsten GRUST (Technische Universität München, Germany)",Torsten,Grust,Technical University of Munich,,Member Review Board,Germany,
"Jarek GRYZ (York University, USA)",Jarek,Gryz,York University,,Member Review Board,United States,
"Wook-Shin HAN (Kyungpook National University, Korea)",Wook-Shin,Han,Kyungpook National University,,Member Review Board,Korea,
"Jayant HARITSA (Indian Institute of Science, India)",Jayant,Haritsa,Indian Institute of Science,Bangalore,Member Review Board,India,
"Stavros HARIZOPOULOS (HP Labs, Palo Alto, CA)",Stavros,Harizopoulos,HP Labs,Palo Alto,Member Review Board,United States,
"Zachary IVES (University of Pennsylvania, USA)",Zachary,Ives,University of Pennsylvania,,Member Review Board,United States,
"Christian S. JENSEN (Aalborg University, Denmark)",Christian S.,Jensen,Aalborg University,,Member Review Board,Denmark,
"Chris JEMAINE (University of Florida / Rice University, USA)",Chris,Jemaine,University of Florida / Rice University,,Member Review Board,United States,
"Panos KALNIS (KAUST, Saudi Arabia)",Panos,Kalnis,King Abdullah University of Science and Technology,,Member Review Board,Saudi Arabia,https://orcid.org/0000-0002-5060-1360
Panagiotis KARRAS (National University of Singapore),Panagiotis,Karras,National University of Singapore,,Member Review Board,Singapore,
"Murat KANTARCIOGLU (University of Texas, Dallas, USA)",Murat,Kantarcioglu,University of Texas,Dallas,Member Review Board,United States,https://orcid.org/0000-0001-9795-9063
"Alfons KEMPER (Technische Universität München, Germany)",Alfons,Kemper,Technical University of Munich,,Member Review Board,Germany,
"George KOLLIOS (Boston University, USA)",George,Kollios,Boston University,,Member Review Board,United States,
"Yannis KOTIDIS (Athens University of Economics and Business, Greece)",Yannis,Kotidis,Athens University of Economics and Business,,Member Review Board,Greece,
"Ramamohanarao KOTAGIRI (University of Melbourne, Australia)",Ramamohanarao,Kotagiri,University of Melbourne,,Member Review Board,Australia,https://orcid.org/0000-0003-3304-9268
"Nick KOUDAS (University of Toronto, Canada)",Nick,Koudas,University of Toronto,,Member Review Board,Canada,
"Laks LAKSHMANAN (The University of British Columbia, Canada)",Laks,Lakshmanan,University of British Columbia,,Member Review Board,Canada,
"Chen LI (University of California, Irvine & BiMaple)",Chen,Li,University of California,Irvine,Member Review Board,United States,
"Jianzhong LI (Harbin Institute of Technology, China)",Jianzhong,Li,Harbin Institute of Technology,,Member Review Board,China,
"Lipyeow LIM (IBM T J Watson Research Center, USA)",Lipyeow,Lim,IBM Research,Watson Research Center,Member Review Board,United States,
"David LOMET (Microsoft Research, USA)",David,Lomet,Microsoft Research,,Member Review Board,United States,
"Boon Thau LOO (University of Pennsylvania, USA)",Boon Thau,Loo,University of Pennsylvania,,Member Review Board,United States,
"Qiong LUO (Hong Kong University of Science and Technology, China)",Qiong,Luo,Hong Kong University of Science and Technology,,Member Review Board,China,
"Sharad MEHROTRA (University of California, Irvine, USA)",Sharad,Mehrotra,University of California,Irvine,Member Review Board,United States,
"Sergey MELNIK (Google, USA)",Sergey,Melnik,Google,Redmond,Member Review Board,United States,
"Gerome MIKLAU (University of Massachusetts, Amherst, USA)",Gerome,Miklau,University of Massachusetts,Amherst,Member Review Board,United States,
"Guido MOERKOTTE (University of Mannheim, Germany)",Guido,Moerkotte,University of Mannheim,,Member Review Board,Germany,
"Bongki MOON (University of Arizona, USA)",Bongki,Moon,University of Arizona,,Member Review Board,United States,
"Mario NASCIMENTO (University of Alberta, Canada)",Mario,Nascimento,University of Alberta,,Member Review Board,Canada,
"Wolfgang NEJDL (University of Hannover, Germany)",Wolfgang,Nejdl,University of Hannover,,Member Review Board,Germany,
"Christopher OLSTON (Yahoo! Research, USA)",Christopher,Olston,Yahoo! Research,,Member Review Board,United States,
"M. Tamer ÖZSU (University of Waterloo, Canada)",M. Tamer,ÖZsu,University of Waterloo,,Member Review Board,Canada,https://orcid.org/0000-0002-8126-1717
"HweeHwa PANG (Singapore Management University, Singapore)",HweeHwa,Pang,Singapore Management University,,Member Review Board,Singapore,https://orcid.org/0000-0001-7266-5712
"Dimitris PAPADIAS (Hong Kong University of Science and Technology, China)",Dimitris,Papadias,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-5588-1026
"Evaggelia PITOURA (University of Ioannina, Greece)",Evaggelia,Pitoura,University of Ioannina,,Member Review Board,Greece,https://orcid.org/0000-0002-3775-4995
"Neoklis POLYZOTIS (University of California, Santa Cruz, USA)",Neoklis,Polyzotis,University of California  Santa Cruz,,Member Review Board,United States,https://orcid.org/0000-0002-2694-8591
"Rachel POTTINGER (The University of British Columbia, Canada)",Rachel,Pottinger,University of British Columbia,,Member Review Board,Canada,
"Sunil PRABHAKAR (Purdue University, USA)",Sunil,Prabhakar,Purdue University,,Member Review Board,United States,
"Rajeev RASTOGI (Yahoo! Research, India)",Rajeev,Rastogi,Yahoo! Research,,Member Review Board,India,
"Tore RISCH (Uppsala University, Sweden)",Tore,Risch,Uppsala University,,Member Review Board,Sweden,
"Kenneth ROSS (Columbia University, USA)",Kenneth,Ross,Columbia University,,Member Review Board,United States,
"Elke RUNDENSTEINER (Worcester Polytechnic Institute, USA)",Elke,Rundensteiner,Worcester Polytechnic Institute,,Member Review Board,United States,
"Kai-Uwe SATTLER (Technische Universität Ilmenau, Germany)",Kai-Uwe,Sattler,Technical University of Ilmenau,,Member Review Board,Germany,https://orcid.org/0000-0003-1608-7721
"Ralf SCHENKEL (Max Planck Institute, Germany)",Ralf,Schenkel,Max Planck Institute,,Member Review Board,Germany,https://orcid.org/0000-0001-5379-5191
"Eugene SHEKITA (IBM Almaden Research Center, USA)",Eugene,Shekita,IBM Research,Almaden,Member Review Board,United States,
"Hengtao SHEN (University of Queensland, Australia)",Hengtao,Shen,University of Queensland,,Member Review Board,Australia,
"Kyuseok SHIM (Seoul National University, Korea)",Kyuseok,Shim,Seoul National University,,Member Review Board,South Korea,
"Richard SNODGRASS (University of Arizona, USA)",Richard,Snodgrass,University of Arizona,,Member Review Board,United States,
"Divesh SRIVASTAVA (AT&T, USA)",Divesh,Srivastava,AT&T Labs,,Member Review Board,United States,
"Ioana STANOI (IBM T.J. Watson Research Center, USA)",Ioana,Stanoi,IBM Research,Watson Research Center,Member Review Board,United States,
"Dan SUCIU (University of Washington, USA)",Dan,Suciu,University of Washington,,Member Review Board,United States,
"S. SUDARSHAN (IIT Bombay, India)",S.,Sudarshan,Indian Institute of Technology,Bombay,Member Review Board,India,
"Wang-Chiew TAN (University of California, Santa Cruz, USA)",Wang-Chiew,Tan,University of California,Santa Cruz,Member Review Board,United States,
"Yufei TAO (Chinese University of Hong Kong, China)",Yufei,Tao,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0003-3883-5452
"Victor VIANU (University of California, San Diego, USA)",Victor,Vianu,University of California,San Diego,Member Review Board,United States,https://orcid.org/0000-0002-0671-4456
"Gerhard WEIKUM (Max-Planck Institute, Germany)",Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Review Board,Germany,
"Jun YANG (Duke University, USA)",Jun,Yang,Duke University,,Member Review Board,United States,
"Carlo ZANIOLO (University of California, Los Angeles, USA)",Carlo,Zaniolo,University of California,Los Angeles,Member Review Board,United States,
"Donghui ZHANG (Microsoft, USA)",Donghui,Zhang,Microsoft Research,,Member Review Board,United States,
"Sai WU (National University of Singapore, Singapore)",Sai,Wu,National University of Singapore,,Member Review Board,Singapore,
"Aoying ZHOU (East China Normal University, China)",Aoying,Zhou,East China Normal University,,Member Review Board,China,
"Yongluan ZHOU (University of Southern Denmark, Denmark)",Yongluan,Zhou,University of Southern Denmark,,Member Review Board,Denmark,https://orcid.org/0000-0002-7578-8117
"Karl ABERER (EPFL, Switzerland)",Karl,Aberer,École polytechnique fédérale de Lausanne,,Member Review Board,Switzerland,https://orcid.org/0000-0003-3005-7342
"Foto AFRATI (NTUA, Greece)",Foto,Afrati,National Technical University of Athens,,Member Review Board,Greece,
"Rakesh AGRAWAL (Microsoft, USA)",Rakesh,Agrawal,Microsoft Research,,Member Review Board,United States,
"Suad ALAGIC (University of Southern Maine, USA)",Suad,Alagic,University of Southern Maine,,Member Review Board,United States,
"Mike ATALLAH (Purdue University, USA)",Mike,Atallah,Purdue University,,Member Review Board,United States,
"Ricardo BAEZA-YATES (Yahoo! Research, Spain)",Ricardo,Baeza-Yates,Yahoo Research,Barcelona,Member Review Board,Spain,https://orcid.org/0000-0003-3208-9778
"Elena BARALIS (Politecnico di Torino, Italy)",Elena,Baralis,Polytechnic University of Turin,,Member Review Board,Italy,https://orcid.org/0000-0001-9231-467X
"Denilson BARBOSA (University of Alberta, Canada)",Denilson,Barbosa,University of Alberta,,Member Review Board,Canada,
"Leopoldo BERTOSSI (Carleton University, Canada)",Leopoldo,Bertossi,Carleton University,,Member Review Board,Canada,https://orcid.org/0000-0002-1144-3179
"Boualem BENATALLAH (University of New South Wales, Australia)",Boualem,Benatallah,University of New South Wales,,Member Review Board,Australia,
"Jan Van den BUSSCHE (Universiteit Hasselt, Belgium)",Jan Van den,Bussche,Hasselt University,,Member Review Board,Belgium,https://orcid.org/0000-0003-0072-3252
"Jose BLAKELEY (Microsoft, USA)",Jose,Blakeley,Microsoft Research,,Member Review Board,United States,
"Mike CAFARELLA (University of Washington, USA)",Mike,Cafarella,University of Washington,,Member Review Board,United States,
"Michael CAREY (University of California, Irvine, USA)",Michael,Carey,University of California,Irvine,Member Review Board,United States,
"Sharma CHAKRAVARTHY (The University of Texas at Arlington, USA)",Sharma,Chakravarthy,University of Texas,Arlington,Member Review Board,United States,
"Kevin CHANG (University of Illinois at Urbana-Champaign, USA)",Kevin,Chang,University of Illinois,Urbana,Member Review Board,United States,
"Arbee CHEN (National Chengchi University, Taiwan)",Arbee,Chen,National Chengchi University,,Member Review Board,Taiwan,https://orcid.org/0000-0003-2872-4484
"Laura CHITICARIU (IBM Research, USA)",Laura,Chiticariu,IBM Research,,Member Review Board,United States,
"Jan CHOMICKI (University at Buffalo, USA)",Jan,Chomicki,University at Buffalo,,Member Review Board,United States,https://orcid.org/0000-0002-5030-1544
"Chris CLIFTON (Purdue University, USA)",Chris,Clifton,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0001-7274-1471
"Susan DAVIDSON (University of Pennsylvania, USA)",Susan,Davidson,University of Pennsylvania,,Member Review Board,United States,
"Umeshwar DAYAL (HP Labs, USA)",Umeshwar,Dayal,HP Labs,,Member Review Board,United States,
"Lois DELCAMBRE (Portland State University, USA)",Lois,Delcambre,Portland State University,,Member Review Board,United States,
"AnHai DOAN (University of Wisconsin, USA)",AnHai,Doan,University of Wisconsin,Madison,Member Review Board,United States,
"Jens DITTRICH (Saarland University, Germany)",Jens,Dittrich,Saarland University,,Member Review Board,Germany,
"Michael FRANKLIN (University of California, Berkeley, USA)",Michael,Franklin,University of California,Berkeley,Member Review Board,United States,
"Johann-Christoph FREYTAG (Humboldt-Universität zu Berlin, Germany)",Johann-Christoph,Freytag,Humboldt University of Berlin,,Member Review Board,Germany,
"Aristides GIONIS (Yahoo! Research, Spain)",Aristides,Gionis,Yahoo! Research,,Member Review Board,Spain,https://orcid.org/0000-0002-5211-112X
"Jonathan GOLDSTEIN (Microsoft, USA)",Jonathan,Goldstein,Microsoft Research,,Member Review Board,United States,
"Philip GOLLE (PARC, USA)",Philip,Golle,PARC,,Member Review Board,United States,
"Luis GRAVANO (Columbia University, USA)",Luis,Gravano,Columbia University,,Member Review Board,United States,
Ralf Hartmut GÜTING (Fernuniversität Hagen),Ralf Hartmut,Güting,University of Hagen,,Member Review Board,Germany,https://orcid.org/0000-0001-6260-4051
"Alon HALEVY (Google, Inc., USA)",Alon,Halevy,Google,,Member Review Board,United States,
"Mauricio HERNANDEZ (IBM Research, USA)",Mauricio,Hernandez,IBM Research,,Member Review Board,United States,
"Howard HO (IBM Research, USA)",Howard,Ho,IBM Research,,Member Review Board,United States,
Rick HULL (IBM Research),Rick,Hull,IBM Research,,Member Review Board,United States,
"Panos IPEIROTIS (New York University, USA)",Panos,Ipeirotis,New York University,,Member Review Board,United States,https://orcid.org/0000-0002-2966-7402
"Anastasios KEMENTSIETSIDIS (IBM Research, USA)",Anastasios,Kementsietsidis,IBM Research,,Member Review Board,United States,
"Maurice van KEULEN (University of Twente, The Netherlands)",Maurice van,Keulen,University of Twente,,Member Review Board,Netherlands,https://orcid.org/0000-0003-2436-1372
"Christoph KOCH (Cornell University, USA)",Christoph,Koch,Cornell University,,Member Review Board,United States,
"Hank KORTH (Lehigh University, USA)",Hank,Korth,Lehigh University,,Member Review Board,United States,
"Donald KOSSMANN (ETH Zürich, Switzerland)",Donald,Kossmann,ETH Zurich,,Member Review Board,Switzerland,
"Georgia KOUTRIKA (Stanford University, USA)",Georgia,Koutrika,Stanford University,,Member Review Board,United States,
"Peer KROEGER (Ludwig-Maximilians-Universitaet München, Germany)",Peer,Kroeger,Ludwig Maximilian University of Munich,,Member Review Board,Germany,
"Alexandros LABRINIDIS (University of Pittsburgh, USA)",Alexandros,Labrinidis,University of Pittsburgh,,Member Review Board,United States,
"Alberto LAENDER (Federal University of Minas Gerais, Brazil)",Alberto,Laender,Federal University of Minas Gerais,Belo Horizonte,Member Review Board,Brazil,https://orcid.org/0000-0001-5032-2233
"Maurizio LENZERINI (Sapienza, Università di Roma, Italy)",Maurizio,Lenzerini,Sapienza University of Rome,,Member Review Board,Italy,https://orcid.org/0000-0003-2875-6187
"Frederick LOCHOVSKY (HKUST, Hong Kong)",Frederick,Lochovsky,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Jiaheng LU (Renmin University of China),Jiaheng,Lu,Renmin University of China,,Member Review Board,China,https://orcid.org/0000-0003-2067-454X
"Ioana MANOLESCU (INRIA, France)",Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
"Yannis MANOLOPOULOS (Aristotle University, Thessaloniki, Greece)",Yannis,Manolopoulos,Aristotle University of Thessaloniki,,Member Review Board,Greece,https://orcid.org/0000-0003-4026-4329
"Giansalvatore MECCA (Università della Basilicata, Italy)",Giansalvatore,Mecca,University Basilicata,,Member Review Board,Italy,
"Paolo MERIALDO (Università Roma Tre, Italy)",Paolo,Merialdo,Roma Tre University,,Member Review Board,Italy,https://orcid.org/0000-0002-3852-8092
"Moira NORRIE (ETH Zuerich, Switzerland)",Moira,Norrie,ETH Zurich,,Member Review Board,Switzerland,https://orcid.org/0000-0002-6864-8554
"Z. Meral ÖZSOYOGLU (Case Western Reserve University, USA)",Z. Meral,Özsoyoglu,Case Western Reserve University,,Member Review Board,United States,
"Themis PALPANAS (Università di Trento, Italy)",Themis,Palpanas,Università di Trento,,Member Review Board,Italy,https://orcid.org/0000-0002-8031-0265
"Jan PAREDAENS (University of Antwerp, Belgium)",Jan,Paredaens,University of Antwerp,,Member Review Board,Belgium,
"Norman PATON (University of Manchester, UK)",Norman,Paton,University of Manchester,,Member Review Board,United Kingdom,https://orcid.org/0000-0003-2008-6617
"Hamid PIRAHESH (IBM Research, USA)",Hamid,Pirahesh,IBM Research,Almaden,Member Review Board,United States,
"Lucian POPA (IBM Research, USA)",Lucian,Popa,IBM Research,Almaden,Member Review Board,United States,
"Alexandra POULOVASSILIS (Birkbeck, University of London, UK)",Alexandra,Poulovassilis,Birkbeck University of London,,Member Review Board,United Kingdom,https://orcid.org/0000-0001-8981-4104
"Erhard RAHM (Universität Leipzig, Germany)",Erhard,Rahm,University of Leipzig,,Member Review Board,Germany,https://orcid.org/0000-0002-2665-1114
"Matthias RENZ (Ludwig-Maximilians-Universität München, Germany)",Matthias,Renz,Ludwig Maximilian University of Munich,,Member Review Board,Germany,
Marc SCHOLL (Universität Konstanz),Marc,Scholl,University of Konstanz,,Member Review Board,Germany,
"Ning SHANG (Purdue University, USA)",Ning,Shang,Purdue University,,Member Review Board,United States,
"Jayavel SHANMUGASUNDARAM (Yahoo! Research, USA)",Jayavel,Shanmugasundaram,Yahoo! Research,,Member Review Board,United States,
"Dennis SHASHA (New York University, USA)",Dennis,Shasha,New York University,,Member Review Board,United States,https://orcid.org/0000-0002-7036-3312
"Oded SHMUELI (Technion, Israel)",Oded,Shmueli,Technion – Israel Institute of Technology,,Member Review Board,Israel,https://orcid.org/0000-0003-4304-310X
"Jianwen SU (University of California, Santa Barbara, USA)",Jianwen,Su,University of California,Santa Barbara,Member Review Board,United States,
"Val TANNEN (University of Pennsylvania, USA)",Val,Tannen,University of Pennsylvania,,Member Review Board,United States,
"Jens TEUBNER (ETH, Switzerland)",Jens,Teubner,ETH Zurich,,Member Review Board,Switzerland,https://orcid.org/0000-0002-0344-5203
"Yannis VELEGRAKIS (Università di Trento, Italy)",Yannis,Velegrakis,University of Trento,,Member Review Board,Italy,https://orcid.org/0000-0001-6332-0296
"Gottfried VOSSEN (WWU Muenster, Germany)",Gottfried,Vossen,University of Münster,,Member Review Board,Germany,
Ouri WOLFSON (University of Illinois at Chicago ),Ouri,Wolfson,University of Illinois,Chicago,Member Review Board,United States,
"Peter WOOD (Birkbeck, University of London, UK)",Peter,Wood,Birkbeck University of London,,Member Review Board,United Kingdom,
"Cong YU (Yahoo! Research, USA)",Cong,Yu,Yahoo! Research,,Member Review Board,United States,
"Stan ZDONIK (Brown University, USA)",Stan,Zdonik,Brown University,,Member Review Board,United States,
"Pavel ZEZULA (Masaryk University, Czech Repubilc)",Pavel,Zezula,Masaryk University,,Member Review Board,Czech Republic,
"Zhenjie ZHANG (National University of Singapore, Singapore)",Zhenjie,Zhang,National University of Singapore,,Member Review Board,Singapore,
