Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Raghav Kaushik (Microsoft Research),Raghav,Kaushik,Microsoft Research,,Member Review Board,United States,
Eamonn Keogh (University of California),Eamonn,Keogh,University of California,Riverside,Member Review Board,United States,https://orcid.org/0000-0002-4188-3968
Martin Kersten (CWI),Martin,Kersten,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Benny Kimelfeld (IBM),Benny,Kimelfeld,IBM Research,Almaden,Member Review Board,United States,
George Kollios (Boston University),George,Kollios,Boston University,,Member Review Board,United States,
Flip Korn (AT&T Labs Research),Flip,Korn,AT&T Labs,,Member Review Board,United States,
Donald Kossmann (ETH Zurich),Donald,Kossmann,ETH Zurich,,Member Review Board,Switzerland,
Laks V.S. Lakshmanan (University of British Columbia),Laks V.S.,Lakshmanan,University of British Columbia,,Member Review Board,Canada,
Mong-Li Lee (National University of Singapore),Mong-Li,Lee,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0002-9636-388X
Wang-Chien Lee (Penn State University),Wang-Chien,Lee,Pennsylvania State University,,Member Review Board,United States,
Cuiping Li (Renmin University of China),Cuiping,Li,Renmin University of China,,Member Review Board,China,
Guoliang Li (Tsinghua University),Guoliang,Li,Tsinghua University,,Member Review Board,China,
Lipyeow Lim (University of Hawaii at Manoa),Lipyeow,Lim,University of Hawaii,Manoa,Member Review Board,United States,
David Lomet (Microsoft Research),David,Lomet,Microsoft Research,,Member Review Board,United States,
Boon Thau Loo (University of Pennsylvania),Boon Thau,Loo,University of Pennsylvania,,Member Review Board,United States,
Qiong Luo (Hong Kong University of SaT),Qiong,Luo,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
Ashwin Machanavajjhala (Yahoo),Ashwin,Machanavajjhala,Yahoo,,Member Review Board,United States,
Sanjay Madria (University of Missouri-Rolla),Sanjay,Madria,Missouri University of Science and Technology,Rolla,Member Review Board,United States,https://orcid.org/0000-0002-2768-3660
Stefan Manegold (CWI),Stefan,Manegold,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
Sharad Mehrotra (University of California),Sharad,Mehrotra,University of California,Irvine,Member Review Board,United States,
Gerome Miklau (Univ. of Massachusetts),Gerome,Miklau,University of Massachusetts,Amherst,Member Review Board,United States,
Bongki Moon (University of Arizona),Bongki,Moon,University of Arizona,,Member Review Board,United States,
Kyriakos Mouratidis (Singapore Management Univ.),Kyriakos,Mouratidis,Singapore Management University,,Member Review Board,Singapore,https://orcid.org/0000-0002-8835-430X
Gero Muhl (University of Rostock),Gero,Muhl,University of Rostock,,Member Review Board,Germany,
Suman Nath (MSR),Suman,Nath,Microsoft Research,,Member Review Board,United States,
Sylvia Nittel (University of Maine),Silvia,Nittel,University of Maine,,Member Review Board,United States,
Dan Olteanu (Oxford),Dan,Olteanu,University of Oxford,,Member Review Board,United Kingdom,
M. Tamer Özsu (University of Waterloo),M. Tamer,Özsu,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0002-8126-1717
Esther Pacitti (University of Montpellier),Esther,Pacitti,University of Montpellier,,Member Review Board,France,https://orcid.org/0000-0003-1370-9943
Olga Papaemmanouil (Brandeis University),Olga,Papaemmanouil,Brandeis University,,Member Review Board,United States,
Srinivasan Parthasarathy (The Ohio State University),Srinivasan,Parthasarathy,Ohio State University,Columbus,Member Review Board,United States,
Jian Pei (Simon Fraser University),Jian,Pei,Simon Fraser University,,Member Review Board,Canada,
Peter Pietzuch (Imperial College),Peter,Pietzuch,Imperial College London,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-6963-5640
Lucian Popa (IBM),Lucian,Popa,IBM Research,Almaden,Member Review Board,United States,
Rachel Pottinger (University of British Columbia),Rachel,Pottinger,University of British Columbia,,Member Review Board,Canada,
Sunil Prabhakar (Purdue University),Sunil,Prabhakar,Purdue University,,Member Review Board,United States,
Vijayshankar Raman (IBM),Vijayshankar,Raman,IBM Research,Almaden,Member Review Board,United States,
Vibhar Rastogi (Yahoo),Vibhar,Rastogi,Yahoo,,Member Review Board,United States,
Christopher Re (University of Wisconsin),Christopher,Re,University of Wisconsin,,Member Review Board,United States,
Ken Ross (Columbia University),Kenneth A.,Ross,Columbia University,,Member Review Board,United States,
Elke Rundensteiner (Worcester Polytechnic Institute),Elke,Rundensteiner,Worcester Polytechnic Institute,,Member Review Board,United States,
Maria Sapino (University of Torino),Maria Luisa,Sapino,University of Torino,,Member Review Board,Italy,https://orcid.org/0000-0002-7621-3753
Yücel Saygin (Sabanci University),Yücel,Saygin,Sabanci University,,Member Review Board,Turkey,https://orcid.org/0000-0001-9243-7776
Kyuseok Shim (Seoul National University),Kyuseok,Shim,Seoul National University,,Member Review Board,South Korea,
Lidan Shou (Zhejiang University),Lidan,Shou,Zhejiang University,,Member Review Board,China,
Adam Silberstein (Yahoo!),Adam,Silberstein,Yahoo,,Member Review Board,United States,
Yannis Sismanis (IBM),Yannis,Sismanis,IBM Research,Almaden,Member Review Board,United States,
Richard Snodgrass (University of Arizona),Richard,Snodgrass,University of Arizona,,Member Review Board,United States,
Divesh Srivastava (AT&T),Divesh,Srivastava,AT&T Labs,,Member Review Board,United States,
Dan Suciu (University of Washington),Dan,Suciu,University of Washington,,Member Review Board,United States,
S Sudarshan (IIT Bombay),S.,Sudarshan,Indian Institute of Technology,,Member Review Board,India,
Egemen Tanin (University of Melbourne),Egemen,Tanin,University of Melbourne,,Member Review Board,Australia,https://orcid.org/0000-0001-5014-1969
Yufei Tao (Chinese University of Hong Kong),Yufei,Tao,Chinese University of Hong Kong,,Member Review Board,China,https://orcid.org/0000-0003-3883-5452
Martin Theobald (Max Planck Institute),Martin,Theobald,Max Planck Institute,,Member Review Board,Germany,
Frank Tompa (University of Waterloo),Frank,Tompa,University of Waterloo,,Member Review Board,United States,
Stratis Viglas (University of Edinburgh),Stratis,Viglas,University of Edinburgh,,Member Review Board,United Kingdom,
Wei Wang (University of North Carolina),Wei,Wang,University of North Carolina,Chapel Hill,Member Review Board,United States,
Gerhard Weikum (Max Planck Institute),Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Review Board,Germany,
Dong Xin (Google),Dong,Xin,Google Research,Mountain View,Member Review Board,United States,
Jiong Yang (Case Western Reserve University),Jiong,Yang,Case Western Reserve University,,Member Review Board,United States,
Jun Yang (Duke),Jun,Yang,Duke University,,Member Review Board,United States,
Ge Yu (Northeastern University),Ge,Yu,Northeastern University,Boston,Member Review Board,United States,
Aoying Zhou (East China Normal University),Aoying,Zhou,East China Normal University,,Member Review Board,China,
Cristiana Amza (U. Toronto),Cristiana,Amza,University of Toronto,,Member Review Board,Canada,
Phil Bernstein Microsoft Research (USA),Philip A.,Bernstein,Microsoft Research,,Member Review Board,United States,
Philippe Bonnet (IT U. of Copenhagen),Philippe,Bonnet,IT University of Copenhagen,,Member Review Board,Denmark,
Michael Carey (UC Irvine),Michael,Carey,University of California,Irvine,Member Review Board,United States,
Jens Dittrich (Uni. Saarland),Jens,Dittrich,Saarland University,,Member Review Board,Germany,
Mary Fernandez (AT&T Research),Mary,Fernandez,AT&T Research,,Member Review Board,United States,
Bettina Kemme (McGill Uni.),Bettina,Kemme,McGill University,,Member Review Board,Canada,
Whang Kyu-Young (KAIST),Whang,Kyu-Young,Korea Advanced Institute of Science and Technology,,Member Review Board,South Korea,
Samuel Madden (MIT),Samuel,Madden,Massachusetts Institute of Technology,,Member Review Board,United States,
Ioana Manolescu (INRIA),Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Dimitris Papadias (Hong Kong University of SaT),Dimitris,Papadias,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-5588-1026
Hamid Pirahesh (IBM Almaden),Hamid,Pirahesh,IBM Research,Almaden,Member Review Board,United States,
Maya Ramanath (IIT Delhi),Maya,Ramanath,Indian Institute of Technology,Delhi,Member Review Board,India,https://orcid.org/0000-0002-5413-5686
Uwe Roehm (University of Sydney),Uwe,Roehm,University of Sydney,,Member Review Board,Australia,https://orcid.org/0000-0003-3598-7119
Jens Teubner (ETH Zurich),Jens,Teubner,ETH Zurich,,Member Review Board,Switzerland,https://orcid.org/0000-0002-0344-5203
Peter Triantafillou (U. Patras),Peter,Triantafillou,University of Patras,,Member Review Board,Greece,https://orcid.org/0000-0002-5807-6011
Cong Yu (Google),Cong,Yu,Google Research,New York,Member Review Board,United States,
Ismail Ari (Ozyegin University),Ismail,Ari,Özyegin University,,Member Review Board,Turkey,
David Dewitt (Microsoft),David,Dewitt,Microsoft Research,,Member Review Board,United States,
Alon Halevy (Google),Alon,Halevy,Google,Mountain View,Member Review Board,United States,
Marcus Fontoura (Google),Marcus,Fontoura,Google,Mountain View,Member Review Board,United States,
Michael Franklin (UC Berkeley),Michael,Franklin,University of California,Berkeley,Member Review Board,United States,
Stratos Idreos (CWI),Stratos,Idreos,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
C Mohan (IBM Almaden Research Center),C,Mohan,IBM Research,Almaden,Member Review Board,United States,
Mukesh Mohania (IBM),Mukesh,Mohania,IBM Research,India,Member Review Board,India,
Vivek Narasayya (Microsoft Reseach),Vivek,Narasayya,Microsoft Research,,Member Review Board,United States,
Fatma Ozcan (IBM Almaden Research Center),Fatma,Ozcan,IBM Research,Almaden,Member Review Board,United States,
Donovan Schneider (Salesforce.com),Donovan,Schneider,Salesforce.com,,Member Review Board,United States,
Min Wang (HP Labs),Min,Wang,HP Labs,,Member Review Board,United States,
Yuan Yu (Microsoft),Yuan,Yu,Microsoft Research,,Member Review Board,United States,
Julia Stoyanovich (Drexel University and Skoltech),Julia,Stoyanovich,Drexel University,,Member Review Board,United States,
