Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
"Daniel Oliveira (UFF, Brazil)",Daniel,Oliveira,Fluminense Federal University,Niterói,Member Review Board,Brazil,
David Koop,David,Koop,University of Massachusetts,Dartmouth,Member Review Board,United States,
Davide Mottin (Aarhus University),Davide,Mottin,Aarhus University,Aarhus,Member Review Board,Denmark,https://orcid.org/0000-0001-8256-2258
Dong Xie (Penn State University),Dong,Xie,Pennsylvania State University,?,Member Review Board,United States,
Eduardo Ogasawara (CEFET-RJ),Eduardo,Ogasawara,Federal Center for Technological Education of Rio de Janeiro,Rio de Janeiro,Member Review Board,Brazil,https://orcid.org/0000-0002-0466-0626
Eleni Tzirita Zacharatou (TU Berlin),Eleni Tzirita,Zacharatou,Technical University of Berlin,Berlin,Member Review Board,Germany,https://orcid.org/0000-0001-8873-5455
Faisal Nawab (University of California at Irvine),Faisal,Nawab,University of California,Irvine,Member Review Board,United States,https://orcid.org/0000-0002-6101-900X
Fan Zhang (Guangzhou University),Fan,Zhang,Guangzhou University,Guangzhou,Member Review Board,China,
Fatemeh Nargesian,Fatemeh,Nargesian,University of Rochester,Rochester,Member Review Board,United States,
Fei Chiang (McMaster University),Fei,Chiang,McMaster University,Hamilton,Member Review Board,Canada,
Florin Rusu (UC Merced),Florin ,Rusu,University of California,Merced,Member Review Board,United States,
Floris Geerts (University of Antwerp),Floris,Geerts,University of Antwerp,Antwerp,Member Review Board,Belgium,https://orcid.org/0000-0002-8967-2473
Fotis Psallidas (Microsoft),Fotis,Psallidas,Microsoft Research,Redmond,Member Review Board,United States,https://orcid.org/0000-0003-4110-5813
Fusheng Wang (Stony Brook University),Fusheng,Wang,Stony Brook University,Stony Brook,Member Review Board,United States,
George Fletcher (Eindhoven University of Technology),George,Fletcher,Eindhoven University of Technology,Eindhoven,Member Review Board,Netherlands,https://orcid.org/0000-0003-2111-6769
George Papadakis (University of Athens),George,Papadakis,University of Athens,Athens,Member Review Board,Greece,
Gerhard Weikum (Max-Planck-Institut fur Informatik),Gerhard,Weikum,Max Planck Institute,Saarbrücken,Member Review Board,Germany,
Germain Forestier (University of Haute Alsace),Germain,Forestier,University of Upper Alsace,Mulhouse,Member Review Board,France,https://orcid.org/0000-0002-4960-7554
Guoliang Li (Tsinghua University),Guoliang,Li,Tsinghua University,Beijing,Member Review Board,China,
Hannes Mühleisen (Centrum Wiskunde & Informatica),Hannes,Mühleisen,Centrum Wiskunde & Informatica,Amsterdam,Member Review Board,Netherlands,https://orcid.org/0000-0001-8552-0029
Harish Doraiswamy (Independent Consultant),Harish,Doraiswamy,Independent Consultant,?,Member Review Board,?,https://orcid.org/0000-0003-2995-250X
Heiko Mueller (NYU),Heiko,Müller,New York University,New York City,Member Review Board,United States,
Herodotos Herodotou (Cyprus University of Technology),Herodotos,Herodotou,Cyprus University of Technology,Limassol,Member Review Board,Cyprus,https://orcid.org/0000-0002-8717-1691
Holger Pirk (Imperial College),Holger,Pirk,Imperial College London,London,Member Review Board,United Kingdom,
Hongzhi Yin (The University of Queensland),Hongzhi,Yin,University of Queensland,Brisbane,Member Review Board,Australia,https://orcid.org/0000-0003-1395-261X
Huiping Cao (New Mexico State University),Huiping,Cao,New Mexico State University,Las Cruces,Member Review Board,United States,https://orcid.org/0000-0002-1350-1846
Immanuel Trummer (Cornell),Immanuel,Trummer,Cornell University,Ithaka,Member Review Board,United States,https://orcid.org/0000-0002-7203-2349
Ioana Manolescu (INRIA and Institut Polytechnique de Paris),Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Ippokratis Pandis (Amazon),Ippokratis,Pandis,Amazon,Amazon Web Services,Member Review Board,United States,
Jae-Gil Lee (KAIST),Jae-Gil,Lee,Korea Advanced Institute of Science and Technology,Daejeon,Member Review Board,South Korea,
Jana Giceva (TU Munich),Jana,Giceva,Technical University of Munich,Munich,Member Review Board,Germany,https://orcid.org/0000-0002-1926-3551
Jens Teubner (TU Dortmund University),Jens,Teubner,Technical University of Dortmund,Dortmund,Member Review Board,Germany,https://orcid.org/0000-0002-0344-5203
Jia Zou (Arizona State University),Jia,Zou,Arizona State University,Tempe,Member Review Board,United States,
Jian Pei (Simon Fraser University),Jian,Pei,Simon Fraser University,Vancouver,Member Review Board,Canada,
Jianguo Wang (Purdue University),Jianguo,Wang,Purdue University,West Lafayette,Member Review Board,United States,
Jiannan Wang (Simon Fraser University),Jiannan,Wang,Simon Fraser University,Vancouver,Member Review Board,Canada,
Jianxin Li (Deakin University),Jianxin,Li,Deakin University,Geelong,Member Review Board,Australia,
Jianye Yang (Central South University),Jianye,Yang,Central South University,Changsha,Member Review Board,China,
Jiwon Seo (Hanyang University),Jiwon,Seo,Hanyang University,Seoul,Member Review Board,South Korea,
Johannes Gehrke (Microsoft),Johannes,Gehrke,Microsoft Research,Redmond,Member Review Board,United States,
Jorge Arnulfo Quiane Ruiz (TU Berlin),Jorge Arnulfo Quiane,Ruiz,Technical University of Berlin,Berlin,Member Review Board,Germany,
"Junhu Wang (Griffith University, australia)",Junhu,Wang,Griffith University,Brisbane,Member Review Board,Australia,
Kaiping Zheng (National University of Singapore),Kaiping,Zheng,National University of Singapore,Singapore,Member Review Board,Singapore,
Kangfei Zhao (The Chinese University of Hong Kong),Kangfei,Zhao,Chinese University of Hong Kong,Hong Kong,Member Review Board,China,
Karima Echihabi,Karima,Echihabi,Mohammed VI Polytechnic University,Ben Guerir,Member Review Board,Morrocco,
Katja Hose (Aalborg University),Katja,Hose,Aalborg University,Aalborg,Member Review Board,Denmark,https://orcid.org/0000-0001-7025-8099
Kenneth A Ross (Columbia University),Kenneth A.,Ross,Columbia University,New York City,Member Review Board,United States,
Kostas Zoumpatianos (Snowflake Computing),Kostas,Zoumpatianos,Snowflake Computing,San Matteo,Member Review Board,United States,https://orcid.org/0000-0002-6221-8254
Lei Zou (Peking University),Lei,Zou,Peking University,Beijing,Member Review Board,China,
Leopoldo Bertossi (Universidad Adolfo Ibanez),Leopoldo,Bertossi,Adolfo Ibáñez University,Santiago,Member Review Board,Chile,https://orcid.org/0000-0002-1144-3179
Li Xiong (Emory University),Li,Xiong,Emory University,Atlanta,Member Review Board,United States,
Lijun Chang (The University of Sydney),Lijun,Chang,University of Sydney,Sydney,Member Review Board,Australia,
Lin Ma,Lin,Ma,?,?,Member Review Board,?,
Long Yuan (Nanjing University of Science and Technology),Long,Yuan,Nanjing University of Science and Technology,Nanjing,Member Review Board,China,
Lu Qin (UTS),Lu,Qin,University of Technology Sydney,Sydney,Member Review Board,Australia,
"Marcelo Arenas (PontificaCatholic Univ., Chile)",Marcelo,Arenas,Pontifical Catholic University of Chile,Santiago de Chile,Member Review Board,Chile,
"Maria Luisa Sapino (U. Torino, Italy)",Maria Luisa,Sapino,University of Torino,Torino,Member Review Board,Italy,https://orcid.org/0000-0002-7621-3753
Matteo Lissandrini (Aalborg University),Matteo,Lissandrini,Aalborg University,Aalborg,Member Review Board,Denmark,https://orcid.org/0000-0001-7922-5998
Matthias Boehm (Graz University of Technology),Matthias,Boehm,Graz University of Technology,Graz,Member Review Board,Austria,
Matthias Renz (University of Kiel),Matthias,Renz,University of Kiel,Kiel,Member Review Board,Germany,
Max Heimel,Max,Heimel,Snowflake Computing,Berlin,Member Review Board,Germany,
Maximilian Schleich (University of Washington),Maximilian,Schleich,University of Washington,Seattle,Member Review Board,United States,
Meihui Zhang (Beijing Institute of Technology),Meihui,Zhang,Beijing Institute of Technology,Beijing,Member Review Board,China,https://orcid.org/0000-0002-0752-9877
Melanie Herschel (Universität Stuttgart),Melanie,Herschel,University of Stuttgart,Stuttgart,Member Review Board,Germany,
Mirella M Moro (Universidade Federal de Minas Gerais),Mirella Moura,Moro,Federal University of Minas Gerais,Belo Horizonte,Member Review Board,Brazil,https://orcid.org/0000-0002-0545-2001
Mohamed Sarwat (Arizona State University),Mohamed,Sarwat,Arizona State University,Tempe,Member Review Board,United States,
Mohammad Dashti (RelationalAI),Mohammad,Dashti,RelationalAI,Berkeley,Member Review Board,United States,
"Mohammad Sadoghi (University of California, Davis)",Mohammad,Sadoghi,University of California,Davis,Member Review Board,United States,https://orcid.org/0000-0003-2779-6080
Muhammad Aamir Cheema (Monash University),Muhammad Aamir,Cheema,Monash University,Melbourne,Member Review Board,Australia,https://orcid.org/0000-0003-2139-9121
Nikita Bhutani (Megagon Labs),Nikita,Bhutani,Megagon Labs,Mountain View,Member Review Board,United States,
"Oliver A Kennedy (University at Buffalo, SUNY)",Oliver,Kennedy,State University of New York,Buffalo,Member Review Board,United States,https://orcid.org/0000-0003-0632-1668
Panos K. Chrysanthis (University of Pittsburgh),Panos K.,Chrysanthis,University of Pittsburgh,Pittsburgh,Member Review Board,United States,https://orcid.org/0000-0001-7189-9816
Paolo Missier (Newcastle University),Paolo,Missier,Newcastle University,Newcastle upon Tyne,Member Review Board,United Kingdom,https://orcid.org/0000-0002-0978-2446
Parth Nagarkar (NMSU),Parth,Nagarkar,New Mexico State University,Las Cruces,Member Review Board,United States,https://orcid.org/0000-0001-6284-9251
Paul Groth,Paul,Groth,University of Amsterdam,Amsterdam,Member Review Board,Netherlands,https://orcid.org/0000-0003-0183-6910
Peng CHENG (East China Normal University),Peng,Cheng,East China Normal University,Shanghai,Member Review Board,China,
Peter Pietzuch (Imperial College London),Peter,Pietzuch,Imperial College London,London,Member Review Board,United Kingdom,https://orcid.org/0000-0002-6963-5640
"Pinar Karagoz (METU, Turkey)",Pinar,Karagoz,Middle East Technical University,Ankara,Member Review Board,Turkey,https://orcid.org/0000-0003-1366-8395
Pinar Tozun (ITU),Pinar,Tozun,IT University of Copenhagen,Copenhagen,Member Review Board,Denmark,https://orcid.org/0000-0001-6838-4854
Raoni Lourenço (New York University),Raoni,Lourenço,New York University,New York City,Member Review Board,United States,
Raul Castro Fernandez (UChicago),Raul Castro,Fernandez,University of Chicago,Chicago,Member Review Board,United States,
Raymond Chi-Wing Wong (Hong Kong University of Science and Technology),Raymond Chi-Wing,Wong,Hong Kong University of Science and Technology,Hong Kong,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-7045-6503
"Reynold Cheng (The University of Hong Kong, China)",Reynold,Cheng,University of Hong Kong,Hong Kong,Member Review Board,China,https://orcid.org/0000-0002-9480-9809
Rui Mao (Shenzhen University),Rui,Mao,Shenzhen University,Shenzhen,Member Review Board,China,
Ruoming Jin (Kent State University),Ruoming,Jin,Kent State University,Kent,Member Review Board,United States,
Sai Wu (Zhejiang Univ),Sai,Wu,Zhejiang University,Zhejiang,Member Review Board,China,
Sainyam Galhotra (University of Massachusetts Amherst),Sainyam,Galhotra,University of Massachusetts,Amherst,Member Review Board,United States,
Sanjay Krishnan (U Chicago),Sanjay,Krishnan,University of Chicago,Chicago,Member Review Board,United States,
Sanjib Kumar Das Das,Sanjib Kumar,Das,?,?,Member Review Board,?,
Sayan Ranu (IIT Delhi),Sayan,Ranu,Indian Institute of Technology,Delhi,Member Review Board,India,https://orcid.org/0000-0003-4147-9372
Sebastian Link (University of Auckland),Sebastian,Link,University of Auckland,Auckland,Member Review Board,New Zealand,
Semih Salihoglu (University of Waterloo),Semih,Salihoglu,University of Waterloo,Waterloo,Member Review Board,Canada,
Senjuti Basu Roy (New Jersey Institute of Technology),Senjuti Basu,Roy,New Jersey Institute of Technology,Newark,Member Review Board,United States,
"Sergey Melnik (Google, USA)",Sergey,Melnik,Google,Redmond,Member Review Board,United States,
Shaoxu Song (Tsinghua University),Shaoxu,Song,Tsinghua University,Beijing,Member Review Board,China,https://orcid.org/0000-0002-9503-2755
Sheng Wang (New York University),Sheng,Wang,New York University,New York City,Member Review Board,United States,
Shumo Chu,Shumo,Chu,University of California,Santa Barbara,Member Review Board,United States,
Steffen Zeuch (DFKI GmbH),Steffen,Zeuch,German Research Center for Artificial Intelligence,Kaiserslautern,Member Review Board,Germany,
Steven Whang (KAIST),Steven,Whang,Korea Advanced Institute of Science and Technology,Daejeon,Member Review Board,South Korea,https://orcid.org/0000-0001-6419-931X
Subarna Chatterjee (Harvard University),Subarna,Chatterjee,Harvard University,Cambridge,Member Review Board,United States,https://orcid.org/0000-0003-3735-5721
Sudip Roy (Google),Sudip,Roy,Google Research,Mountain View,Member Review Board,United States,
"Supun Nakandala (University of California, San Diego)",Supun,Nakandala,University of California,San Diego,Member Review Board,United States,
Thomas Heinis (Imperial College),Thomas,Heinis,Imperial College London,London,Member Review Board,United Kingdom,https://orcid.org/0000-0002-7470-2123
Thomas Neumann (TUM),Thomas,Neumann,Technical University of Munich,Munich,Member Review Board,Germany,
Tianzheng Wang (Simon Fraser University),Tianzheng,Wang,Simon Fraser University,Vancouver,Member Review Board,Canada,
"Tilmann Rabl (HPI, University of Potsdam)",Tilmann,Rabl,Hasso Plattner Institute,Potsdam,Member Review Board,Germany,
Ting Yu (Qatar Computing Research Institute),Ting,Yu,Qatar Computing Research Institute,Doha,Member Review Board,Qatar,
Torben Bach Pedersen (Aalborg University),Torben Bach,Pedersen,Aalborg University,Aalborg,Member Review Board,Denmark,https://orcid.org/0000-0002-1615-777X
Torsten Grust (Universität Tübingen),Torsten,Grust,University of Tübingen,Tübingen,Member Review Board,Germany,https://orcid.org/0000-0002-8279-0493
Umar Farooq Minhas (Microsoft Research),Umar Farooq,Minhas,Microsoft Research,Redmond,Member Review Board,United States,
Vasiliki Kalavri (Boston University),Vasiliki,Kalavri,Boston University,Boston,Member Review Board,United States,https://orcid.org/0000-0001-8219-4862
Viktor Leis (Friedrich Schiller University Jena),Viktor,Leis,Friedrich Schiller University Jena,Jena,Member Review Board,Germany,
Vivek Narasayya (Microsoft Research),Vivek,Narasayya,Microsoft Research,Redmond,Member Review Board,United States,
"Vraj Shah (University of California, San Diego)",Vraj,Shah,University of California,San Diego,Member Review Board,United States,
Walid Aref (Purdue),Walid,Aref,Purdue University,West Lafayette,Member Review Board,United States,https://orcid.org/0000-0001-8169-7775
Wasay Abdul (Harvard),Wasay,Abdul,Harvard University,Cambridge,Member Review Board,United States,
Wei Lu (Renmin university of china),Wei,Lu,Renmin University of China,Beijing,Member Review Board,China,
Wei Wang (University of New South wales),Wei,Wang,University of New South Wales,Sydney,Member Review Board,Australia,
Weiren Yu (University of Warwick),Weiren,Yu,University of Warwick,Coventry,Member Review Board,United Kingdom,https://orcid.org/0000-0002-5846-441X
Wen Hua (The University of Queensland),Wen,Hua,University of Queensland,Brisbane,Member Review Board,Australia,
Wolfgang Lehner (TU Dresden),Wolfgang,Lehner,Technical University of Dresden,Dresden,Member Review Board,Germany,https://orcid.org/0000-0001-8107-2775
Xiang Lian (Kent State University),Xiang,Lian,Kent State University,Kent,Member Review Board,United States,
Xiao Qin (IBM Research),Xiao,Qin,IBM Research,Almaden,Member Review Board,United States,
Xiaofei Zhang (University of Memphis),Xiaofei,Zhang,University of Memphis,Memphis,Member Review Board,United States,
Xiaokuai Xiao,Xiaokuai,Xiao,?,?,Member Review Board,?,
Xiaolan Wang (Megagon Labs),Xiaolan,Wang,Megagon Labs,Mountain View,Member Review Board,United States,
Xiaoyang Wang (Zhejiang Gongshang University),Xiaoyang,Wang,Zhejiang Gongshang University,Hangzhou,Member Review Board,China,
Yael Amsterdamer (Bar-Ilan university),Yael,Amsterdamer,Bar-Ilan University,Ramat Gan,Member Review Board,Israel,
Yanyan Shen (Shanghai Jiao Tong University),Yanyan,Shen,Shanghai Jiao Tong University,Shanghai,Member Review Board,China,
Ye Yuan (Northeastern University),Ye,Yuan,"Northeastern University, China",Shenyang,Member Review Board,China,
Yeye He (Microsoft Research),Yeye,He,Microsoft Research,Redmond,Member Review Board,United States,
Yi Chen (NJIT),Yi,Chen,New Jersey Institute of Technology,Newark,Member Review Board,United States,
Yi Lu (MIT),Yi,Lu,Massachusetts Institute of Technology,CSAIL,Member Review Board,United States,
Yikai Zhang (Chinese University of Hong Kong),Yikai,Zhang,Chinese University of Hong Kong,Hong Kong,Member Review Board,China,
Ying Zhang (University of Technology Sydney),Ying,Zhang,University of Technology Sydney,Sydney,Member Review Board,Australia,
Yongxin Tong (Beihang University),Yongxin,Tong,Beihang University,Beijing,Member Review Board,China,https://orcid.org/0000-0002-5598-0312
Yuanyuan Zhu (Wuhan University),Yuanyuan,Zhu,Wuhan University,Wuhan,Member Review Board,China,
"Yue Wang (Shenzhen Institute of Computing Sciences, Shenzhen University)",Yue,Wang,Shenzhen University,Shenzhen,Member Review Board,China,
Yufei Tao (Chinese University of Hong Kong),Yufei,Tao,Chinese University of Hong Kong,Hong Kong,Member Review Board,China,https://orcid.org/0000-0003-3883-5452
Yuliang Li (Megagon Labs),Yuliang,Li,Megagon Labs,Mountain View,Member Review Board,United States,
Yuncheng Wu (National University of Singapore),Yuncheng,Wu,National University of Singapore,Singapore,Member Review Board,Singapore,https://orcid.org/0000-0002-1436-3916
Yunjun Gao (Zhejiang University),Yunjun,Gao,Zhejiang University,Zhejiang,Member Review Board,China,https://orcid.org/0000-0003-3816-8450
Yuval Moskovitch (University of Michigan),Yuval,Moskovitch,University of Michigan,Ann Arbor,Member Review Board,United States,
Zhifeng Bao (RMIT University),Zhifeng,Bao,RMIT University,Melbourne,Member Review Board,Australia,https://orcid.org/0000-0003-2477-381X
Zhongle Xie,Zhongle,Xie,National University of Singapore,Singapore,Member Review Board,Singapore,
Zi Huang (University of Queensland),Zi,Huang,University of Queensland,Brisbane,Member Review Board,Australia,
Ziawasch Abedjan (Hannover),Ziawasch,Abedjan,University of Hanover,Hanover,Member Review Board,Germany,
