Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
"Ming-Syan CHEN (NTU, Taiwan)",Ming-Syan,Chen,Nanyang Technological University,,Industrial Applications and Experience PC Member,Taiwan,https://orcid.org/0000-0002-0711-8197
Yun CHI (NEC United States),Yun,Chi,NEC Laboratories America,Princeton,Industrial Applications and Experience PC Member,United States,
"Graham CORMODE (AT&T Labs, United States)",Graham,Cormode,AT&T Labs,?,Industrial Applications and Experience PC Member,United States,https://orcid.org/0000-0002-0698-0922
"Takeshi FUKUDA (IBM, Japan)",Takeshi,Fukuda,IBM Research,Yamato,Industrial Applications and Experience PC Member,Japan,https://orcid.org/0000-0003-4848-4078
"Bugra GEDIK (IBM, United States)",Bugra,Gedik,IBM Research,Almaden,Industrial Applications and Experience PC Member,United States,https://orcid.org/0000-0002-0622-1141
"Alex GORELIK (Exeros, United States)",Alex,Gorelik,Exeros,?,Industrial Applications and Experience PC Member,United States,
"Goetz GRAEFE (HP Labs, United States)",Goetz,Graefe,HP Labs,?,Industrial Applications and Experience PC Member,United States,
Hui I HSIAO (IBM United States),Hui I,Hsiao,IBM Research,Almaden,Industrial Applications and Experience PC Member,United States,
"Meichun HSU (HP Labs, China)",Meichun,Hsu,HP Labs,China,Industrial Applications and Experience PC Member,China,
"Dean JACOBS (SAP, Germany)",Dean,Jacobs,SAP,Munich,Industrial Applications and Experience PC Member,Germany,
"Chiao LIU (Microsoft, United States)",Chiao,Liu,Microsoft Research,Redmond,Industrial Applications and Experience PC Member,United States,
"Bo LONG (Yahoo, United States)",Bo,Long,Yahoo,Sunnyvale,Industrial Applications and Experience PC Member,United States,
"Wei-Ying MA (Microsoft, China)",Wei-Ying,Ma,Microsoft Research,Asia,Industrial Applications and Experience PC Member,China,
"Ravi MURTHY (Oracle, United States)",Ravi,Murthy,Oracle,?,Industrial Applications and Experience PC Member,United States,
"Makoto ONIZUKA (NTT Labs, Japan)",Makoto,Onizuka,NTT Communication Science Laboratories,Tokyo/Kyoto,Industrial Applications and Experience PC Member,Japan,https://orcid.org/0000-0001-5559-8300
"Alex SZALAY (JHU, United States)",Alex,Szalay,Johns Hopkins University,Baltimore,Industrial Applications and Experience PC Member,United States,https://orcid.org/0000-0002-4108-3282
"Ming-Chien SHAN (SAP, China)",Ming-Chien,Shan,SAP,?,Industrial Applications and Experience PC Member,China,
Evimaria TERZI (IBM United States),Evimaria,Terzi,IBM,Armonk,Industrial Applications and Experience PC Member,United States,
"Michale VLACHOS (IBM, Swizterland)",Michale,Vlachos,IBM Research,Zurich,Industrial Applications and Experience PC Member,Switzerland,
"Haixun WANG (Microsoft, China)",Haixun,Wang,Microsoft Research,Asia,Industrial Applications and Experience PC Member,China,
Xiaoxin YIN (Microsoft United States),Xiaoxin,Yin,Microsoft,Redmond,Industrial Applications and Experience PC Member,United States,
"Kasim CANDAN ( ASU, United States )",Kasim,Candan,Arizona State University,Tempe,Experiments and Analyses PC Member,United States,https://orcid.org/0000-0003-4977-6646
"Umeshwar DAYAL (HP Labs, United States)",Umeshwar,Dayal,HP Labs,Palo Alto,Experiments and Analyses PC Member,United States,
"H JAGADISH (MU, United States)",H,Jagadish,University of Michigan,Ann Arbor,Experiments and Analyses PC Member,United States,
"Hiroyuki KITAGAWA (Tsukuba University, Japan)",Hiroyuki,Kitagawa,University of Tsukuba,Tennodai,Experiments and Analyses PC Member,Japan,https://orcid.org/0000-0002-2984-2258
"Paul LARSON (Microsoft Research, United States)",Paul,Larson,Microsoft Research,Redmond,Experiments and Analyses PC Member,United States,
"Wen-Syan LI (SAP, China)",Wen-Syan,Li,SAP,Shanghai,Experiments and Analyses PC Member,China,
Xuemin LIN (U of New South Wales .Australia),Xuemin,Lin,University of New South Wales,Sydney,Experiments and Analyses PC Member,Australia,
"Ling LIU (George Tech. , United States)",Ling,Liu,Georgia Institute of Technology,Atlanta,Experiments and Analyses PC Member,United States,
"Sanjay MADRIA ( UMR, United States)",Sanjay,Madria,Missouri University of Science and Technology,Rolla,Experiments and Analyses PC Member,United States,https://orcid.org/0000-0002-2768-3660
"Volker MARKL (Tu-Nerlin, Germany)",Volker,Markl,Technical University of Berlin,Berlin,Experiments and Analyses PC Member,Germany,
"Beng Chin OOI (NUS, Singapore)",Beng Chin,Ooi,National University of Singapore,Singapore,Experiments and Analyses PC Member,Singapore,https://orcid.org/0000-0003-4446-1100
"Cyrus SHAHABI (USC, United States)",Cyrus,Shahabi,University of Southern California,Los Angeles,Experiments and Analyses PC Member,United States,https://orcid.org/0000-0001-9118-0681
Kyu-Young WHANG (KAIST Korea),Kyu-Young,Whang,Korea Advanced Institute of Science and Technology,Daejeon,Experiments and Analyses PC Member,South Korea,
"Kung Lung WU ( IBM research Watson, United States)",Kung Lung,Wu,IBM Research,? Watson Research Center in News York und Massachusetts,Experiments and Analyses PC Member,United States,
"Jefferey YU (CUHK, HongKong)",Jefferey,Yu,Chinese University of Hong Kong,Hong Kong,Experiments and Analyses PC Member,China,
"Jidong CHEN, EMC China Lab, China",Jidong,Chen,EMC China Lab,?,Demo Program Committee Members,China,
"Lei CHEN,Hong Kong University of Science and Technology, China",Lei,Chen,Hong Kong University of Science and Technology,Hong Kong,Demo Program Committee Members,China,
"Xin DONG, AT&T Labs Research, United States",Xin Luna,Dong,AT&T Labs,?,Demo Program Committee Members,United States,
"Bugra GEDIK, IBM Watson Research Center, United States",Bugra,Gedik,IBM Research,? Watson Research Center in News York und Massachusetts,Demo Program Committee Members,United States,https://orcid.org/0000-0002-0622-1141
"Fosca GIANNOTTI, Istituto di Scienza e Tecnologie dell'Informazione Alessandro Faedo"", Italy",Fosca,Giannotti,Institute of Information Science and Technologies,Pisa,Demo Program Committee Members,Italy,https://orcid.org/0000-0003-3099-3835
"Hyoil HAN, LeMoyne-Owen College, United States",Hyoil,Han,LeMoyne-Owen College,Memphis,Demo Program Committee Members,United States,
"Wook-Shin HAN, Kyung-Pook National University, Korea",Wook-Shin,Han,Kyungpook National University,Daegu,Demo Program Committee Members,South Korea,
"San-Yih HWANG, National Sun Yat Sen University, Taiwan",San-Yih,Hwang,National Sun Yat-sen University,Kaohsiung,Demo Program Committee Members,Taiwan,
"Daxing JIAN, Microsoft Research Asia, China",Daxing,Jian,Microsoft Research,Asia,Demo Program Committee Members,China,
"Vana KALOGERAKI, Univ. of California, Riverside, United States",Vana,Kalogeraki,University of California,Riverside,Demo Program Committee Members,United States,
"Daniel KIFER, Pennsylvania State University, United States",Daniel,Kifer,Pennsylvania State University,?,Demo Program Committee Members,United States,https://orcid.org/0000-0002-4611-7066
"Ulf LESER, Humboldt University, Berlin, Germany",Ulf,Leser,Humboldt University of Berlin,Berlin,Demo Program Committee Members,Germany,https://orcid.org/0000-0003-2166-9582
"Weiyi MENG, Binghamton University, United States,",Weiyi,Meng,Binghamton University,Vestal,Demo Program Committee Members,United States,https://orcid.org/0000-0002-7246-2058
"Mohamed F. MOKBEL, University of Minnesota, United States",Mohamed F.,Mokbel,University of Minnesota,Minneapolis,Demo Program Committee Members,United States,https://orcid.org/0000-0002-6686-1757
"Felix NAUMANN, Hasso Plattner Institut, Germany",Felix,Naumann,Hasso Plattner Institut,,Demo Program Committee Members,Germany,https://orcid.org/0000-0002-4483-1389
"Frank NEVEN, Hasselt University, Belgium",Frank,Neven,Hasselt University,Diepenbeek,Demo Program Committee Members,Belgium,https://orcid.org/0000-0002-7143-1903
"Daniela NICKLAS, Uni Oldenburg, Germany",Daniela,Nicklas,Uni Oldenburg,,Demo Program Committee Members,Germany,https://orcid.org/0000-0001-7012-6010
"Alex NTOULAS, Microsoft Search Labs, United States",Alex,Ntoulas,Microsoft Research,Mountain View,Demo Program Committee Members,United States,https://orcid.org/0000-0003-1245-5208
"Yasushi SAKURAI, NTT Communication Science Laboratories, Japan",Yasushi,Sakurai,NTT Communication Science Laboratories,Tokyo/Kyoto,Demo Program Committee Members,Japan,
"Peter SCHEUERMANN, Northwestern University, United States",Peter,Scheuermann,Northwestern University,Evanston,Demo Program Committee Members,United States,
"Katsumi TANAKA, Kyoto University, Japan",Katsumi,Tanaka,Kyoto University,Kyoto,Demo Program Committee Members,Japan,
"Nesime TATBUL, ETH Zuerich, Switzerland",Nesime,Tatbul,ETH Zurich,Zurich,Demo Program Committee Members,Switzerland,
"Jens TEUBNER, ETH Zürich Switzerland",Jens,Teubner,ETH Zurich,Zurich,Demo Program Committee Members,Switzerland,https://orcid.org/0000-0002-0344-5203
"Jianyong WANG, Tsinghua University, China",Jianyong,Wang,Tsinghua University,Beijing,Demo Program Committee Members,China,
"Li XIONG, Emory University, United States",Li,Xiong,Emory University,Atlanta,Demo Program Committee Members,United States,
"Denian YANG, Academic Sinica, Taiwan",Denian,Yang,Academic Sinica,Taipei,Demo Program Committee Members,Taiwan,https://orcid.org/0000-0002-3765-9293
"Ge YU, Northeastern University, China",Ge,Yu,"Northeastern University, China",Shenyang,Demo Program Committee Members,China,
"Baihua ZHENG, Singapore Management University, Singapore",Baihua,Zheng,Singapore Management University,Singapore,Demo Program Committee Members,Singapore,https://orcid.org/0000-0001-9792-9171
"Lei CHEN (Hong Kong University of Science and Technology, China)",Lei,Chen,Hong Kong University of Science and Technology,Hong Kong,PhD Workshop PC Members,China,
"Ke DENG (University of Queensland, Australia)",Ke,Deng,University of Queensland,Brisbane,PhD Workshop PC Members,Australia,
"Alan FEKETE ( University of Sydney, Australia)",Alan,Fekete,University of Sydney,Sydney,PhD Workshop PC Members,Australia,
"Ihab ILYAS (University of Waterloo, Canada)",Ihab F.,Ilyas,University of Waterloo,Waterloo,PhD Workshop PC Members,Canada,https://orcid.org/0000-0001-9052-9714
"Peer KRÖGER(Ludwig-Maximilians-Universität München, Germany)",Peer,Kröger,Ludwig Maximilian University of Munich,Munich,PhD Workshop PC Members,Germany,
"Xuemin LIN (University of New South Wales, Australia)",Xuemin,Lin,University of New South Wales,Sydney,PhD Workshop PC Members,Australia,
"Amélie MARIAN (RutgersUniversity, United States)",Amélie,Marian,Rutgers University,New Brunswick,PhD Workshop PC Members,United States,
"Miyuki NAKANO (University of Tokyo, Japan)",Miyuki,Nakano,University of Tokyo,Tokyo,PhD Workshop PC Members,Japan,
"Yoshiharu ISHIKAWA (Nagoya University, Japan)",Yoshiharu,Ishikawa,Nagoya University,Nagoya,PhD Workshop PC Members,Japan,
"Jian PEI (Simon Fraser University, Canada)",Jian,Pei,Simon Fraser University,Vancouver,PhD Workshop PC Members,Canada,
"Jagan SANKARANARAYANAN (University of Maryland, United States)",Jagan,Sankaranarayanan,University of Maryland,College Park,PhD Workshop PC Members,United States,
"Divesh SRIVASTAVA (AT&T, United States)",Divesh,Srivastava,AT&T Labs,?,PhD Workshop PC Members,United States,https://orcid.org/0000-0002-7609-9217
"Fabio SCHREIBER (Politecnico di Milano, Italy)",Fabio,Schreiber,Polytechnic University of Milan,Milano,PhD Workshop PC Members,Italy,https://orcid.org/0000-0002-5237-0455
"Mohamed SHARAF (University of Queensland, Australia)",Mohamed,Sharaf,University of Queensland,Brisbane,PhD Workshop PC Members,Australia,
"Kyuseok SHIM (National Seoul University, Korea)",Kyuseok,Shim,Seoul National University,Seoul,PhD Workshop PC Members,South Korea,
"Anthony TUNG (National University of Singapore, Singapore)",Anthony K. H.,Tung,National University of Singapore,Singapore,PhD Workshop PC Members,Singapore,https://orcid.org/0000-0002-5125-855X
"Yannis VELEGRAKIS (University of Trento, Italy)",Yannis,Velegrakis,University of Trento,Trento,PhD Workshop PC Members,Italy,https://orcid.org/0000-0001-6332-0296
"Kyu-Young WHANG (KAIST, Korea )",Kyu-Young,Whang,Korea Advanced Institute of Science and Technology,Daejeon,PhD Workshop PC Members,South Korea,
"Ke YI (Hong Kong University of Science and Technology, China)",Ke,Yi,Hong Kong University of Science and Technology,Hong Kong,PhD Workshop PC Members,China,
"Jeffrey X. YU (Chinese University of Hong Kong, China)",Jeffrey X.,Yu,Chinese University of Hong Kong,Hong Kong,PhD Workshop PC Members,China,https://orcid.org/0000-0002-9738-827X
"Aoying ZHOU (East China Normal University, China)",Aoying,Zhou,East China Normal University,Shanghai,PhD Workshop PC Members,China,
