Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
"Arun Kumar (UC San Diego, United States)",Arun,Kumar,University of California,San Diego,Associate Editor,United States,
"Ashraf Aboulnaga (Qatar Computing Research Institute, HBKU, Qatar)",Ashraf,Aboulnaga,Qatar Computing Research Institute,,Associate Editor,Qatar,
"Eugene Wu (Columbia University, United States)",Eugene,Wu,Columbia University,,Associate Editor,United States,
"Floris Geerts (University of Antwerp, Belgium)",Floris,Geerts,University of Antwerp,,Associate Editor,Belgium,https://orcid.org/0000-0002-8967-2473
"Graham Cormode (University of Warwick, United Kingdom)",Graham,Cormode,University of Warwick,,Associate Editor,United Kingdom,https://orcid.org/0000-0002-0698-0922
"Jeffrey Xu Yu (The Chinese University of Hong Kong, China)",Jeffrey Xu,Yu,Chinese University of Hong Kong,,Associate Editor,China,https://orcid.org/0000-0002-9738-827X
"Jiannan Wang (Simon Fraser University, Canada)",Jiannan,Wang,Simon Fraser University,,Associate Editor,Canada,
"Jingren Zhou (Alibaba, China)",Jingren,Zhou,Alibaba Group,,Associate Editor,China,
"Jorge Arnulfo Quiane Ruiz (TU Berlin, Germany)",Jorge Arnulfo Quiane,Ruiz,Technical University of Berlin,,Associate Editor,Germany,
"Juliana Freire (New York University, United States)",Juliana,Freire,New York University,,Associate Editor,United States,https://orcid.org/0000-0003-3915-7075
"Jun Yang (Duke University, United States)",Jun,Yang,Duke University,,Associate Editor,United States,
"Martin Theobald (University du Luxembourg, Luxembourg)",Martin,Theobald,University of Luxembourg,,Associate Editor,Luxembourg,
"Nesime Tatbul (Intel Labs and MIT, United States)",Nesime,Tatbul,Massachusetts Institute of Technology,,Associate Editor,United States,
"Paolo Papotti (Eurecom, France)",Paolo,Papotti,EURECOM,,Associate Editor,France,https://orcid.org/0000-0003-0651-4128
"Rainer Gemulla (University of Mannheim, Germany)",Rainer,Gemulla,University of Mannheim,,Associate Editor,Germany,https://orcid.org/0000-0003-2762-0050
"Stefan Manegold (CWI & Leiden University, Netherlands)",Stefan,Manegold,Centrum Wiskunde & Informatica,,Associate Editor,Netherlands,
"Stratos Idreos (Harvard University, United States)",Stratos,Idreos,Harvard University,,Associate Editor,United States,
"Surajit Chaudhuri (Microsoft Research, United States)",Surajit,Chaudhuri,Microsoft Research,,Associate Editor,United States,
"Xuemin Lin (University of New South Wales, Australia)",Xuemin,Lin,University of New South Wales,,Associate Editor,Australia,
"Yi Chen (New Jersey Institute of Technology, United States)",Yi,Chen,New Jersey Institute of Technology,,Associate Editor,United States,
"Yufei Tao (Chinese University of Hong Kong, China)",Yufei,Tao,Chinese University of Hong Kong,,Associate Editor,China,https://orcid.org/0000-0003-3883-5452
"Zachary Ives (University of Pennsylvania, United States)",Zachary G.,Ives,University of Pennsylvania,,Associate Editor,United States,
"Zhifeng Bao (RMIT University, Australia)",Zhifeng,Bao,RMIT University,,Associate Editor,Australia,
"Abolfazl Asudeh (University of Illinois at Chicago, United States)",Abolfazl,Asudeh,University of Illinois,Chicago,Member Review Board,United States,https://orcid.org/0000-0002-5251-6186
"Ahmed Eldawy (UC Riverside, United States)",Ahmed,Eldawy,University of California,Riverside,Member Review Board,United States,
"Alan Fekete (University of Sydney, Australia)",Alan,Fekete,University of Sydney,,Member Review Board,Australia,
"Alekh Jindal (Microsoft, United States)",Alekh,Jindal,Microsoft Research,,Member Review Board,United States,
"Alex Ratner (University of Washington, United States)",Alex,Ratner,University of Washington,,Member Review Board,United States,
"Altigran da Silva (Universidade Federal do Amazonas, Brazil)",Altigran,da Silva,Federal University of Amazonas,,Member Review Board,Brazil,https://orcid.org/0000-0002-8992-495X
"Anthony Tung (National University of Singapore, Singapore)",Anthony K. H.,Tung,National University of Singapore,,Member Review Board,Singapore,
"Antonios Deligiannakis (Technical University of Crete, Greece)",Antonios,Deligiannakis,Technical University of Crete,,Member Review Board,Greece,
"Arijit Khan (Nanyang Technological University, Singapore)",Arijit,Khan,Nanyang Technological University,Singapore,Member Review Board,Singapore,https://orcid.org/0000-0002-7312-6312
"Arnau Prat (Sparsity Technologies, Spain)",Arnau,Prat,Sparsity Technologies,,Member Review Board,Spain,
"Ashwin Machanavajjhala (Duke University, United States)",Ashwin,Machanavajjhala,Duke University,,Member Review Board,United States,
"Asterios Katsifodimos (TU Delft, Netherlands)",Asterios,Katsifodimos,Delft University of Technology,,Member Review Board,Netherlands,
"Avrilia Floratou (Microsoft, United States)",Avrilia,Floratou,Microsoft Research,,Member Review Board,United States,
"Babak Salimi (University of Washington, United States)",Babak,Salimi,University of Washington,,Member Review Board,United States,
"Badrish Chandramouli (Microsoft Research, United States)",Badrish,Chandramouli,Microsoft Research,,Member Review Board,United States,
"Beng Chin Ooi (National University of Singapore, Singapore)",Beng Chin,Ooi,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0003-4446-1100
"Bin Yang (Aalborg University, Denmark)",Bin,Yang,Aalborg University,,Member Review Board,Denmark,
"Boris Glavic (Illinois Institute of Technology, United States)",Boris,Glavic,Illinois Institute of Technology,,Member Review Board,United States,https://orcid.org/0000-0003-2887-2452
"Byron Choi (Hong Kong Baptist University, Hong Kong SAR)",Byron,Choi,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-8381-336X
"Carlos Scheidegger (University of Arizona, United States)",Carlos,Scheidegger,University of Arizona,,Member Review Board,United States,
"Carsten Binnig (TU Darmstadt, Germany)",Carsten,Binnig,Technical University of Darmstadt,,Member Review Board,Germany,
"Ce Zhang (ETH Zurich, Switzerland)",Ce,Zhang,ETH Zurich,,Member Review Board,Switzerland,
"Chengfei Liu (Swinburne University of Technology, Australia)",Chengfei,Liu,Swinburne University of Technology,,Member Review Board,Australia,https://orcid.org/0000-0003-1675-1389
"Chengkai Li (University of Texas at Arlington, United States)",Chengkai,Li,University of Texas,Arlington,Member Review Board,United States,
"Chris Jermaine (Rice University, United States)",Chris,Jermaine,Rice University,,Member Review Board,United States,
"Christian Bizer (University of Mannheim, Germany)",Christian,Bizer,University of Mannheim,,Member Review Board,Germany,https://orcid.org/0000-0003-2367-0237
"Cong Yu (Google, United States)",Cong,Yu,Google Research,New York City,Member Review Board,United States,
"Daisy Zhe Wang (University of Florida, United States)",Daisy Zhe,Wang,University of Florida,,Member Review Board,United States,
"Danica Porobic (Oracle, United States)",Danica,Porobic,Oracle,,Member Review Board,United States,
"Davide Mottin (Aarhus University, Denmark)",Davide,Mottin,Aarhus University,,Member Review Board,Denmark,https://orcid.org/0000-0001-8256-2258
"Dimitris Papadias (Hong Kong University of Science and Technology, Hong Kong SAR)",Dimitris,Papadias,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-5588-1026
"Dong Deng (Rutgers University - New Brunswick, United States)",Dong,Deng,Rutgers University,,Member Review Board,United States,
"Eric Lo (Chinese University of Hong Kong, Hong Kong SAR)",Eric,Lo,Chinese University of Hong Kong,,Member Review Board,Hong Kong SAR,
"Essam Mansour (Concordia University, Canada)",Essam,Mansour,Concordia University,,Member Review Board,Canada,
"Fatma Ozcan (IBM Research - Almaden, United States)",Fatma,Ozcan,IBM Research,Almaden,Member Review Board,United States,
"Flip Korn (Google, United States)",Flip,Korn,Google Research,New York City,Member Review Board,United States,
"Florin Rusu (UC Merced, United States)",Florin,Rusu,University of California,Merced,Member Review Board,United States,
"Fotis Psallidas (Microsoft, United States)",Fotis,Psallidas,Microsoft Research,,Member Review Board,United States,
"Francesco Bonchi (ISI Foundation, Turin, Italy)",Francesco,Bonchi,Institute for Scientific Interchange,,Member Review Board,Italy,https://orcid.org/0000-0001-9464-8315
"Gao Cong (Nanyang Technological Univesity, Singapore)",Gao,Cong,Nanyang Technological University,Singapore,Member Review Board,Singapore,
"George Fletcher (TU Eindhoven, Netherlands)",George,Fletcher,Eindhoven University of Technology,,Member Review Board,Netherlands,https://orcid.org/0000-0003-2111-6769
"Georgia Koutrika (Athena Research Center, Greece)",Georgia,Koutrika,Athena Research Center,,Member Review Board,Greece,
"Hao Wei (Amazon, United States)",Hao,Wei,Amazon,,Member Review Board,United States,
"Heiko Mueller (New York University, United States)",Heiko,Müller,New York University,,Member Review Board,United States,
"Hong Cheng (Chinese University of Hong Kong, Hong Kong SAR)",Hong,Cheng,Chinese University of Hong Kong,,Member Review Board,Hong Kong SAR,
"Hongzhi Wang (Harbin Institute of Technology, China)",Hongzhi,Wang,Harbin Institute of Technology,,Member Review Board,China,
"Hung Ngo (RelationalAI Inc., United States)",Hung,Ngo,RelationalAI,,Member Review Board,United States,
"Immanuel Trummer (Cornell University, United States)",Immanuel,Trummer,Cornell University,,Member Review Board,United States,https://orcid.org/0000-0002-7203-2349
"Ingo Müller (ETH Zürich, Switzerland)",Ingo,Müller,ETH Zurich,,Member Review Board,Switzerland,
"Jana Giceva (TU Munich, Germany)",Jana,Giceva,Technical University of Munich,,Member Review Board,Germany,
"Jennie Rogers (Northwestern University, United States)",Jennie,Rogers,Northwestern University,,Member Review Board,United States,
"Jeong-Hyon Hwang (University at Albany - State University of New York, United States)",Jeong-Hyon,Hwang,State University of New York,Albany,Member Review Board,United States,
"Jiaheng Lu (University of Helsinki, Finland)",Jiaheng,Lu,University of Helsinki,,Member Review Board,Finland,https://orcid.org/0000-0003-2067-454X
"Jianliang Xu (Hong Kong Baptist University, Hong Kong SAR)",Jianliang,Xu,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,
"Jianxin Li (Deakin University, Australia)",Jianxin,Li,Deakin University,,Member Review Board,Australia,
"Jignesh Patel (University of Wisconsin - Madison, United States)",Jignesh M.,Patel,University of Wisconsin,Madison,Member Review Board,United States,
"Johann Gamper (Free University of Bozen-Bolzano, Italy)",Johann,Gamper,Free University of Bozen-Bolzano,,Member Review Board,Italy,https://orcid.org/0000-0002-7128-507X
"Johannes Gehrke (Microsoft, United States)",Johannes,Gehrke,Microsoft Research,,Member Review Board,United States,
"Jonas Traub (TU Berlin, Germany)",Jonas,Traub,Technical University of Berlin,,Member Review Board,Germany,
"Joy Arulraj (Georgia Tech, United States)",Joy,Arulraj,Georgia Institute of Technology,,Member Review Board,United States,
"Ju Fan (Renmin University of China, China)",Ju,Fan,Renmin University of China,,Member Review Board,China,
"K. Selçuk Candan (Arizona State University, United States)",K. Selçuk,Candan,Arizona State University,Tempe,Member Review Board,United States,
"Kai Zeng (Alibaba, China)",Kai,Zeng,Alibaba Group,,Member Review Board,China,
"Katja Hose (Aalborg University, Denmark)",Katja,Hose,Aalborg University,,Member Review Board,Denmark,https://orcid.org/0000-0001-7025-8099
"Ken Salem (University of Waterloo, Canada)",Kenneth,Salem,University of Waterloo,,Member Review Board,Canada,
"Kenneth A. Ross (Columbia University, United States)",Kenneth A.,Ross,Columbia University,,Member Review Board,United States,
"Khuzaima Daudjee (University of Waterloo, Canada)",Khuzaima,Daudjee,University of Waterloo,,Member Review Board,Canada,
"Konstantinos Karanasos (Microsoft, United States)",Konstantinos,Karanasos,Microsoft Research,,Member Review Board,United States,
"Laurel Orr (Stanford University, United States)",Laurel,Orr,Stanford University,,Member Review Board,United States,https://orcid.org/0000-0002-2183-3541
"Lei Chen (Hong Kong University of Science and Technology, Hong Kong SAR)",Lei,Chen,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
"Lei Zou (Peking University, China)",Lei,Zou,Peking University,,Member Review Board,China,
"Li Xiong (Emory University, United States)",Li,Xiong,Emory University,,Member Review Board,United States,
"Lu Chen (Aalborg University, Denmark)",Lu,Chen,Aalborg University,,Member Review Board,Denmark,
"Lu Qin (University of Technology Sydney, Australia)",Lu,Qin,University of Technology Sydney,,Member Review Board,Australia,
"Manasi Vartak (Verta, United States)",Manasi,Vartak,Verta,,Member Review Board,United States,
"Manos Athanassoulis (Boston University, United States)",Manos,Athanassoulis,Boston University,,Member Review Board,United States,https://orcid.org/0000-0003-1837-0010
"Manos Karpathiotakis (Facebook, United Kingdom)",Manos,Karpathiotakis,Facebook,,Member Review Board,United Kingdom,
"Marco Serafini (University of Massachusetts Amherst, United States)",Marco,Serafini,University of Massachusetts,Amherst,Member Review Board,United States,
"Marcos Antonio Vaz Salles (University of Copenhagen (DIKU), Denmark)",Marcos Antonio Vaz,Salles,University of Copenhagen,,Member Review Board,Denmark,
"Mark Callaghan (MongoDB, United States)",Mark,Callaghan,MongoDB,,Member Review Board,United States,
"Markus Weimer (Microsoft, United States)",Markus,Weimer,Microsoft Research,,Member Review Board,United States,
"Matei Zaharia (Stanford University, Databricks, United States)",Matei,Zaharia,Stanford University,,Member Review Board,United States,
"Matteo Interlandi (Microsoft, United States)",Matteo,Interlandi,Microsoft Research,,Member Review Board,United States,https://orcid.org/0000-0002-5756-8321
"Matthaios Olma (Microsoft Research, Redmond, US)",Matthaios,Olma,Microsoft Research,,Member Review Board,United States,https://orcid.org/0000-0002-7917-8658
"Meihui Zhang (Beijing Institute of Technology, China)",Meihui,Zhang,Beijing Institute of Technology,,Member Review Board,China,https://orcid.org/0000-0002-0752-9877
"Miao Qiao (University of Auckland, New Zealand)",Miao,Qiao,University of Auckland,,Member Review Board,New Zealand,
"Michael H. Böhlen (University of Zurich, Switzerland)",Michael H.,Böhlen,University of Zurich,,Member Review Board,Switzerland,https://orcid.org/0000-0003-3694-9026
"Michael Cafarella (University of Michigan, United States)",Michael J.,Cafarella,University of Michigan,,Member Review Board,United States,
"Mirek Riedewald (Northeastern University, United States)",Mirek,Riedewald,Northeastern University,Boston,Member Review Board,United States,
"Mohamed Mokbel (Qatar Computing Research Institute (QCRI), Qatar)",Mohamed F.,Mokbel,Qatar Computing Research Institute,,Member Review Board,Qatar,https://orcid.org/0000-0002-6686-1757
"Mohamed Sarwat (Arizona State University, United States)",Mohamed,Sarwat,Arizona State University,Tempe,Member Review Board,United States,
"Mohammad Sadoghi (UC Davis, United States)",Mohammad,Sadoghi,University of California,Davis,Member Review Board,United States,
"Mourad Ouzzani (Qatar Computing Research Institute, HBKU, Qatar)",Mourad,Ouzzani,Qatar Computing Research Institute,,Member Review Board,Qatar,https://orcid.org/0000-0002-4035-3025
"Muhammad Aamir Cheema (Monash University, Australia)",Muhammad Aamir,Cheema,Monash University,,Member Review Board,Australia,https://orcid.org/0000-0003-2139-9121
"Murat Demirbas (University at Buffalo, SUNY, United States)<(li>",Murat,Demirbas,State University of New York,Buffalo,Member Review Board,United States,https://orcid.org/0000-0001-7952-9035
"Nan Tang (Qatar Computing Research Institute, HBKU, Qatar)",Nan,Tang,Qatar Computing Research Institute,,Member Review Board,Qatar,
"Nick Koudas (University of Toronto, Canada)",Nick,Koudas,University of Toronto,,Member Review Board,Canada,
"Nikolaus Augsten (University of Salzburg, Austria)",Nikolaus,Augsten,University of Salzburg,,Member Review Board,Austria,
"Norman May (SAP SE, Germany)",Norman,May,SAP SE,,Member Review Board,Germany,
"Norman Paton (University of Manchester, United Kingdom)",Norman,Paton,University of Manchester,,Member Review Board,United Kingdom,https://orcid.org/0000-0003-2008-6617
"Odysseas Papapetrou (TU Eindhoven, Netherlands)",Odysseas,Papapetrou,Eindhoven University of Technology,,Member Review Board,Netherlands,
"Oliver A. Kennedy (University at Buffalo, SUNY, United States)",Oliver,Kennedy,State University of New York,Buffalo,Member Review Board,United States,
"Paolo Merialdo (Roma Tre University, Italy)",Paolo,Merialdo,Roma Tre University,,Member Review Board,Italy,https://orcid.org/0000-0002-3852-8092
"Paraschos Koutris (University of Wisconsin - Madison, United States)",Paraschos,Koutris,University of Wisconsin,Madison,Member Review Board,United States,
"Peter Boncz (Centrum Wiskunde & Informatica, Netherlands)",Peter,Boncz,Centrum Wiskunde & Informatica,,Member Review Board,Netherlands,
"Qin Zhang (Indiana University Bloomington, United States)",Qin,Zhang,Indiana University,Bloomington,Member Review Board,United States,
"Raja Appuswamy (Eurecom, France)",Raja,Appuswamy,EURECOM,,Member Review Board,France,
"Ralf Schenkel (University of Trier, Germany)",Ralf,Schenkel,University of Trier,,Member Review Board,Germany,https://orcid.org/0000-0001-5379-5191
"Raul Castro Fernandez (University of Chicago, United States)",Raul Castro,Fernandez,University of Chicago,,Member Review Board,United States,
"Raymond Chi-Wing Wong (Hong Kong University of Science and Technology, Hong Kong SAR)",Raymond Chi-Wing,Wong,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0001-7045-6503
"Reynold Cheng (The University of Hong Kong, Hong Kong SAR)",Reynold,Cheng,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-9480-9809
"Reza Akbarinia (INRIA, France)",Reza,Akbarinia,INRIA,Sophia Antipolis,Member Review Board,France,https://orcid.org/0000-0003-0372-0241
"Ruoming Jin (Kent State University, United States)",Ruoming,Jin,Kent State University,,Member Review Board,United States,
"Ryan Johnson (Amazon Web Services, United States)",Ryan,Johnson,Amazon,,Member Review Board,United States,
"S. Sudarshan (IIT Bombay, India)",S.,Sudarshan,Indian Institute of Technology,Bombay,Member Review Board,India,
"Sanjay Krishnan (University of Chicago, United States)",Sanjay,Krishnan,University of Chicago,,Member Review Board,United States,
"Saravanan Thirumuruganathan (Qatar Computing Research Institute, HBKU, Qatar)",Saravanan,Thirumuruganathan,Qatar Computing Research Institute,,Member Review Board,Qatar,
"Sebastian Schelter (University of Amsterdam, Netherlands)",Sebastian,Schelter,University of Amsterdam,,Member Review Board,Netherlands,
"Semih Salihoglu (University of Waterloo, Canada)",Semih,Salihoglu,University of Waterloo,,Member Review Board,Canada,
"Senjuti Basu Roy (New Jersey Institute of Technology, United States)",Senjuti Basu,Roy,New Jersey Institute of Technology,,Member Review Board,United States,
"Shaoxu Song (Tsinghua University, China)",Shaoxu,Song,Tsinghua University,,Member Review Board,China,https://orcid.org/0000-0002-9503-2755
"Shimin Chen (Chinese Academy of Sciences, China)",Shimin,Chen,Chinese Academy of Sciences,,Member Review Board,China,
"Sibo Wang (The Chinese University of Hong Kong, Hong Kong SAR)",Sibo,Wang,Chinese University of Hong Kong,,Member Review Board,Hong Kong SAR,
"Silu Huang (Microsoft Research, United States)",Silu,Huang,Microsoft Research,,Member Review Board,United States,
"Spyros Blanas (Ohio State University, United States)",Spyros,Blanas,Ohio State University,Columbus,Member Review Board,United States,
"Srikanth Kandula (Microsoft Research, United States)",Srikanth,Kandula,Microsoft Research,,Member Review Board,United States,
"Steffen Zeuch (DFKI GmbH, Germany)",Steffen,Zeuch,German Research Center for Artificial Intelligence,,Member Review Board,Germany,
"Stijn Vansummeren (University libre de Bruxelles, Belgium)",Stijn,Vansummeren,Université libre de Bruxelles,,Member Review Board,Belgium,https://orcid.org/0000-0001-7793-9049
"Sudeepa Roy (Duke University, United States)",Sudeepa,Roy,Duke University,,Member Review Board,United States,
"Sudip Roy (Google, United States)",Sudip,Roy,Google Research,Mountain View,Member Review Board,United States,
"Tamer Özsu (University of Waterloo, Canada)",M. Tamer,Özsu,University of Waterloo,,Member Review Board,Canada,https://orcid.org/0000-0002-8126-1717
"Themis Palpanas (University of Paris, French University Institute (IUF), France)",Themis,Palpanas,University of Paris,,Member Review Board,France,https://orcid.org/0000-0002-8031-0265
"Tianzheng Wang (Simon Fraser University, Canada)",Tianzheng,Wang,Simon Fraser University,,Member Review Board,Canada,
"Tingjian Ge (University of Massachusetts, Lowell, United States)",Tingjian,Ge,University of Massachusetts,Lowell,Member Review Board,United States,
"Thomas Heinis (Imperial College, United Kingdom)",Thomas,Heinis,Imperial College London,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-7470-2123
"Thomas Neumann (TU Munich, Germany)",Thomas,Neumann,Technical University of Munich,,Member Review Board,Germany,
"Toon Calders (Universiteit Antwerpen, Belgium)",Toon,Calders,University of Antwerp,,Member Review Board,Belgium,https://orcid.org/0000-0002-4943-6978
"Umar Farooq Minhas (Microsoft Research, United States)",Umar Farooq,Minhas,Microsoft Research,,Member Review Board,United States,
"Viktor Leis (Friedrich Schiller University Jena, Germany)",Viktor,Leis,Friedrich Schiller University Jena,,Member Review Board,Germany,
"Walid Aref (Purdue University, United States)",Walid,Aref,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0001-8169-7775
"Wei-Shinn Ku (Auburn University, United States)",Wei-Shinn,Ku,Auburn University,,Member Review Board,United States,https://orcid.org/0000-0001-8636-4689
"Weiren Yu (University of Warwick, United Kingdom)",Weiren,Yu,University of Warwick,,Member Review Board,United Kingdom,https://orcid.org/0000-0002-5846-441X
"Wendy Hui Wang (Stevens Institute of Technology, United States)",Wendy Hui,Wang,Stevens Institute of Technology,,Member Review Board,United States,
"Wenjie Zhang (University of New South Wales, Australia)",Wenjie,Zhang,University of New South Wales,,Member Review Board,Australia,
"Wolfgang Gatterbauer (Northeastern University, United States)",Wolfgang,Gatterbauer,Northeastern University,Boston,Member Review Board,United States,https://orcid.org/0000-0002-9614-0504
"Xi He (University of Waterloo, Canada)",Xi,He,University of Waterloo,,Member Review Board,Canada,
"Xiang Zhao (National University of Defence Technology, China)",Xiang,Zhao,National University of Defense Technology,,Member Review Board,China,
"Xiangyao Yu (University of Wisconsin - Madison, United States)",Xiangyao,Yu,University of Wisconsin,Madison,Member Review Board,United States,
"Xiaokui Xiao (National University of Singapore, Singapore)",Xiaokui,Xiao,National University of Singapore,,Member Review Board,Singapore,
"Xiaolan Wang (Megagon Labs, United States)",Xiaolan,Wang,Megagon Labs,,Member Review Board,United States,
"Xin Cao (University of New South Wales, Australia)",Xin,Cao,University of New South Wales,,Member Review Board,Australia,
"Xu Chu (Georgia Tech, United States)",Xu,Chu,Georgia Institute of Technology,,Member Review Board,United States,
"Yannis Velegrakis (Utrecht University, Netherlands)",Yannis,Velegrakis,Utrecht University,,Member Review Board,Netherlands,https://orcid.org/0000-0001-6332-0296
"Ye Yuan (Beijing Institute of Technology, China)",Ye,Yuan,Beijing Institute of Technology,,Member Review Board,China,
"Yeye He (Microsoft Research, United States)",Yeye,He,Microsoft Research,,Member Review Board,United States,
"Ying Zhang (University of Technology Sydney, Australia)",Ying,Zhang,University of Technology Sydney,,Member Review Board,Australia,
"Yinghui Wu (Case Western Reserve University, United States)",Yinghui,Wu,Case Western Reserve University,,Member Review Board,United States,https://orcid.org/0000-0002-5184-871X
"Yongjoo Park (University of Illinois at Urbana-Champaign, United States)",Yongjoo,Park,University of Illinois,Urbana-Champaign,Member Review Board,United States,
"Yongxin Tong (Beihang University, China)",Yongxin,Tong,Beihang University,,Member Review Board,China,https://orcid.org/0000-0002-5598-0312
"Yu Yang (City University of Hong Kong, Hong Kong SAR)",Yu,Yang,City University of Hong Kong,,Member Review Board,Hong Kong SAR,
"Yuchen Li (Singapore Management University, Singapore)",Yuchen,Li,Singapore Management University,,Member Review Board,Singapore,
"Yudian Zheng (Twitter, United States)",Yudian,Zheng,Twitter,,Member Review Board,United States,
"Yunjun Gao (Zhejiang University, China)",Yunjun,Gao,Zhejiang University,,Member Review Board,China,https://orcid.org/0000-0003-3816-8450
"Zechao Shang (University of Chicago, United States)",Zechao,Shang,University of Chicago,,Member Review Board,United States,https://orcid.org/0000-0002-6409-0792
"Zhenjie Zhang (Singapore R&D, Yitu Technology Ltd., Singapore)",Zhenjie,Zhang,Yitu Technology,,Member Review Board,Singapore,
"Zhewei Wei (Renmin University of China, China)",Zhewei,Wei,Renmin University of China,,Member Review Board,China,
"Ziawasch Abedjan (TU Berlin, Germany)",Ziawasch,Abedjan,Technical University of Berlin,,Member Review Board,Germany,
"Zoi Kaoudi (TU Berlin, Germany)",Zoi,Kaoudi,Technical University of Berlin,,Member Review Board,Germany,
