Name,FirstName,LastName,Affiliation,Location,Role,Country,OrcID
Sourav Bhowmick,Sourav S.,Bhowmick,Nanyang Technological University,Singapore,Publication Editor,Singapore,
Ricardo Torres,Ricardo,Torres,University of Campinas,,Publication Editor,Brazil,
Abdul Quamar (IBM Almaden),Abdul,Quamar,IBM,Almaden,Member Review Board,United States,
Agma Traina (Universidade de São Paulo),Agma,Traina,University of São Paulo,,Member Review Board,Brazil,https://orcid.org/0000-0003-4929-7258
"Aijun An (York University, Canada)",Aijun,An,York University,,Member Review Board,Canada,https://orcid.org/0000-0003-1765-5751
Alan Fekete (University of Sydney),Alan,Fekete,University of Sydney,,Member Review Board,Australia,
Alex Thomo (University of Victoria),Alex,Thomo,University of Victoria,,Member Review Board,Canada,
Alexandra Meliou (University of Massachusetts Amherst),Alexandra,Meliou,University of Massachusetts,Amherst,Member Review Board,United States,
Allison Holloway (Oracle),Allison,Holloway,Oracle,,Member Review Board,United States,
Anastasia Ailamaki (EPFL),Anastasia,Ailamaki,École polytechnique fédérale de Lausanne,,Member Review Board,Switzerland,
"Andrea Cali (Birkbeck Univ. of London, UK)",Andrea,Cali,Birkbeck University of London,,Member Review Board,United Kingdom,
Andrew Pavlo (Carnegie Mellon University),Andrew,Pavlo,Carnegie Mellon University,Pittsburgh,Member Review Board,United States,
Anja Gruenheid (Google Research),Anja,Gruenheid,Google Research,,Member Review Board,United States,
Anshumali Shrivastava (Rice University),Anshumali,Shrivastava,Rice University,,Member Review Board,United States,https://orcid.org/0000-0002-5042-2856
Antonios Deligiannakis (Technical University of Crete),Antonios,Deligiannakis,Technical University of Crete,,Member Review Board,Greece,
"Arbee Chen (Asia University, Taiwan)",Arbee,Chen,Asia University,,Member Review Board,Taiwan,https://orcid.org/0000-0003-2872-4484
Aristides Gionis (Aalto University),Aristides,Gionis,Aalto University,,Member Review Board,Finland,https://orcid.org/0000-0002-5211-112X
Arnab Bhattacharya (IIT Kanpur),Arnab,Bhattacharya,Indian Institute of Technology,Kanpur,Member Review Board,India,
"Arun Kumar (University of California, San Diego)",Arun,Kumar,University of California,San Diego,Member Review Board,United States,
Ashraf Aboulnaga (Qatar Computing Research Institute),Ashraf,Aboulnaga,Qatar Computing Research Institute,,Member Review Board,Qatar,
Ashwin Machanavajjhala (Duke),Ashwin,Machanavajjhala,Duke University,,Member Review Board,United States,
"Asterios Katsifodimos (TU Berlin, Germany)",Asterios,Katsifodimos,Technical University of Berlin,,Member Review Board,Germany,
Atsuyuki Morishima (University of Tsukuba),Atsuyuki,Morishima,University of Tsukuba,,Member Review Board,Japan,
Avrilia Floratou (Microsoft),Avrilia,Floratou,Microsoft Research,,Member Review Board,United States,
Azza Abouzied (New York University Abu Dhabi),Azza,Abouzied,New York University,Abu Dhabi,Member Review Board,United States,
Baihua Zheng (Singapore Management University),Baihua,Zheng,Singapore Management University,,Member Review Board,Singapore,https://orcid.org/0000-0001-9792-9171
Barzan Mozafari (University of Michigan),Barzan,Mozafari,University of Michigan,,Member Review Board,United States,
Beng Chin Ooi (NUS),Beng Chin,Ooi,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0003-4446-1100
Bernadete Lóscio (Universidade Federal de Pernambuco),Bernadete,Lóscio,Federal University of Pernambuco,,Member Review Board,Brazil,
"Bernd Amann (Université Pierre et Marie Curie, France)",Bernd,Amann,Pierre and Marie Curie University,,Member Review Board,France,https://orcid.org/0000-0002-6822-4049
Bolin Ding (Microsoft Research),Bolin,Ding,Microsoft Research,,Member Review Board,United States,
Byron Choi (HKBU),Byron,Choi,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-8381-336X
Caetano Traina Jr. (Universidade de São Paulo),Caetano Traina,Jr.,University of São Paulo,,Member Review Board,Brazil,https://orcid.org/0000-0002-6625-6047
Carlo Curino (Microsoft),Carlo,Curino,Microsoft Research,,Member Review Board,United States,
Carmem Hara (Universidade Federal do Paraná),Carmem,Hara,Federal University of Paraná,,Member Review Board,Brazil,
Ce Zhang (ETH),Ce,Zhang,ETH Zurich,,Member Review Board,Switzerland,
Chee-Yong Chan (National University of Singapore),Chee-Yong,Chan,National University of Singapore,,Member Review Board,Singapore,
Chi Wang (Microsoft Research),Chi,Wang,Microsoft Research,,Member Review Board,United States,
Chris Jermaine (Rice University),Chris,Jermaine,Rice University,,Member Review Board,United States,
Christopher Re (Stanford University),Christopher,Re,Stanford University,,Member Review Board,United States,
"Chuan Xiao (Nagoya Univ., Japan)",Chuan,Xiao,Nagoya University,,Member Review Board,Japan,
Cristian Bizer (University of Mannheim),Christian,Bizer,University of Mannheim,,Member Review Board,Germany,
Da Yan (University of Alabama),Da,Yan,University of Alabama,,Member Review Board,United States,
Daisy Zhe Wang (University of Florida),Daisy Zhe,Wang,University of Florida,,Member Review Board,United States,
Dan Ports (Univ. of Washington USA),Dan R. K.,Ports,University of Washington,,Member Review Board,United States,
Dario Colazzo (U. Paris Dauphine),Dario,Colazzo,Paris Dauphine University,,Member Review Board,France,
David Koop (U Mass Dartmouth),David,Koop,University of Massachusetts,Dartmouth,Member Review Board,United States,
De-Nian Yang (Academia Sinica),De-Nian,Yang,Academia Sinica,,Member Review Board,Taiwan,https://orcid.org/0000-0002-3765-9293
Denilson Barbosa (University of Alberta - Canada),Denilson,Barbosa,University of Alberta,,Member Review Board,Canada,
Divesh Srivastava (AT&T Labs Research),Divesh,Srivastava,AT&T Labs,,Member Review Board,United States,
Elke Rundensteiner (WPI),Elke,Rundensteiner,Worcester Polytechnic Institute,,Member Review Board,United States,
Emmanuel Muller (Hasso Plattner Institute),Emmanuel,Müller,Hasso Plattner Institute,,Member Review Board,Germany,https://orcid.org/0000-0002-5409-6875
Essam Mansour (QCRI),Essam,Mansour,Qatar Computing Research Institute,,Member Review Board,Qatar,
Fatma Ozcan (IBM Almaden),Fatma,Ozcan,IBM Research,Almaden,Member Review Board,United States,
Feida Zhu (Singapore Management University),Feida,Zhu,Singapore Management University,,Member Review Board,Singapore,
Feifei Li (University of Utah),Feifei,Li,University of Utah,,Member Review Board,United States,
Felix Naumann (Hasso Plattner Institute),Felix,Naumann,Hasso Plattner Institute,,Member Review Board,Germany,https://orcid.org/0000-0002-4483-1389
Fernando Chirigati (NYU),Fernando,Chirigati,New York University,,Member Review Board,United States,https://orcid.org/0000-0002-9566-5835
"Florian Rusu (University of California, Merced)",Florin,Rusu,University of California,Merced,Member Review Board,United States,
"Floris Geerts (University of Antwerp, USA)",Floris,Geerts,University of Antwerp,,Member Review Board,United States,https://orcid.org/0000-0002-8967-2473
"Francesco Bonchi (Yahoo Labs Barcelona, Spain)",Francesco,Bonchi,Yahoo Labs,Barcelona,Member Review Board,Spain,https://orcid.org/0000-0001-9464-8315
François Goasdoué (U. Rennes 1),François,Goasdoué,University of Rennes 1,,Member Review Board,France,
Gao Cong (Nanyang Technological Univesity),Gao,Cong,Nanyang Technological University,Singapore,Member Review Board,Singapore,
George Fletcher (Eindhoven University of Technology the Netherlands),George,Fletcher,Eindhoven University of Technology,,Member Review Board,Netherlands,https://orcid.org/0000-0003-2111-6769
George Kollios (Boston University),George,Kollios,Boston University,,Member Review Board,United States,
"Georgia Koutrika (ATHENA Research Center, Greece)",Georgia,Koutrika,Athena Research Center,,Member Review Board,Greece,
"Gillian Dobbie (Univ. of Auckland, New Zealand)",Gillian,Dobbie,University of Auckland,,Member Review Board,New Zealand,https://orcid.org/0000-0001-7245-0367
Guoliang Li (Tsinghua University),Guoliang,Li,Tsinghua University,,Member Review Board,China,
H. Jagadish (University of Michigan),H. V.,Jagadish,University of Michigan,,Member Review Board,United States,
Haibo Hu (Hong Kong Polytechnic),Haibo,Hu,Hong Kong Polytechnic University,,Member Review Board,Hong Kong SAR,
Haixun Wang (Facebook),Haixun,Wang,Facebook,,Member Review Board,United States,
Hakan Ferhatosmanoglu (Bilkent University),Hakan,Ferhatosmanoglu,Bilkent University,,Member Review Board,Turkey,
Harish Doraiswamy (NYU),Harish,Doraiswamy,New York University,,Member Review Board,United States,https://orcid.org/0000-0003-2995-250X
"Haryadi Gunawi (Univ. of Chicago, USA)",Haryadi,Gunawi,University of Chicago,,Member Review Board,United States,
Heiko Mueller (NYU),Heiko,Müller,New York University,,Member Review Board,United States,
Heiner Stuckenschmidt (University of Mannheim),Heiner,Stuckenschmidt,University of Mannheim,,Member Review Board,Germany,https://orcid.org/0000-0002-0209-3859
Herodotos Herodotou (Cyprus University of Technology),Herodotos,Herodotou,Cyprus University of Technology,,Member Review Board,Cyprus,https://orcid.org/0000-0002-8717-1691
Holger Pirk (MIT),Holger,Pirk,Massachusetts Institute of Technology,,Member Review Board,United States,
Hong Cheng (Chinese University of Hong Kong),Hong,Cheng,Chinese University of Hong Kong,,Member Review Board,China,
Huy Vo (CUNY),Huy,Vo,City University of New York,,Member Review Board,United States,
Ihab Ilyas (University of Waterloo),Ihab,Ilyas,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0001-9052-9714
"Immanuel Trummer (EPFL, Switzerland)",Immanuel,Trummer,École polytechnique fédérale de Lausanne,,Member Review Board,Switzerland,https://orcid.org/0000-0002-7203-2349
"Ioana Manolescu (INRIA Saclay, France)",Ioana,Manolescu,INRIA,Saclay,Member Review Board,France,https://orcid.org/0000-0002-0425-2462
Ira Assent (University of Aarhus),Ira,Assent,University of Aarhus,,Member Review Board,Denmark,https://orcid.org/0000-0002-1091-9948
"Isabel Cruz (University of Illinois at Chicago, USA)",Isabel,Cruz,University of Illinois,Chicago,Member Review Board,United States,
Jaideep Vaidya (Rutgers University),Jaideep,Vaidya,Rutgers University,,Member Review Board,United States,https://orcid.org/0000-0002-7420-6947
"James Cheng (Chinese University of Hong Kong, Hong Kong)",James,Cheng,Chinese University of Hong Kong,,Member Review Board,Hong Kong SAR,
"Jeffrey Xu Yu (Chinese University of Hong Kong, Hong Kong)",Jeffrey Xu,Yu,Chinese University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-9738-827X
Jens Dittrich (Saarland University),Jens,Dittrich,Saarland University,,Member Review Board,Germany,
Jens Teubner (TU Dortmund),Jens,Teubner,Technical University of Dortmund,,Member Review Board,Germany,https://orcid.org/0000-0002-0344-5203
Jian Pei (Simon Fraser University),Jian,Pei,Simon Fraser University,,Member Review Board,Canada,
Jianliang Xu (Hong Kong Baptist U.),Jianliang,Xu,Hong Kong Baptist University,,Member Review Board,Hong Kong SAR,
Jiannan Wang (SFU),Jiannan,Wang,Simon Fraser University,,Member Review Board,Canada,
Jignesh Patel (UW - Madison),Jignesh M.,Patel,University of Wisconsin,Madison,Member Review Board,United States,
Jimmy Lin (University of Waterloo),Jimmy,Lin,University of Waterloo,,Member Review Board,United States,
Jing Gao (State University of New York at Buffalo),Jing,Gao,State University of New York,Buffalo,Member Review Board,United States,
Johannes Gehrke (Microsoft),Johannes,Gehrke,Microsoft Research,,Member Review Board,United States,
Jonathan Goldstein (Microsoft),Jonathan,Goldstein,Microsoft Research,,Member Review Board,United States,
José Macêdo (Universidade Federal do Ceará),José,Macêdo,Federal University of Ceará,,Member Review Board,Brazil,
"Josep Domingo-Ferrer (Universitat Rovira i Virgili, Catalonia)",Josep,Domingo-Ferrer,Rovira i Virgili University,,Member Review Board,Spain,https://orcid.org/0000-0001-7213-4962
Ju Fan (Remin University),Ju,Fan,Renmin University of China,,Member Review Board,China,
Juliana Freire (New York University),Juliana,Freire,New York University,,Member Review Board,United States,https://orcid.org/0000-0003-3915-7075
Justin Levandoski (Microsoft Research),Justin,Levandoski,Microsoft Research,,Member Review Board,United States,
Karthik Ramachandra (Microsoft Gray Systems Lab),Karthik,Ramachandra,Microsoft Research,,Member Review Board,United States,
Ke Wang (SFU),Ke,Wang,Simon Fraser University,,Member Review Board,Canada,
"Ken Barker (University of Calgary, Canada)",Ken,Barker,University of Calgary,,Member Review Board,Canada,
Khuzaima Daudjee (University of Waterloo),Khuzaima,Daudjee,University of Waterloo,,Member Review Board,United States,
Kyuseok Shim (Seoul National University),Kyuseok,Shim,Seoul National University,,Member Review Board,South Korea,
Laks V.S. Lakshmanan (The University of British Columbia),Laks V.S.,Lakshmanan,University of British Columbia,,Member Review Board,Canada,
Lei Chen (Hong Kong University of Science and Technology),Lei,Chen,Hong Kong University of Science and Technology,,Member Review Board,Hong Kong SAR,
"Letizia Tanca (Politecnico di Milano, Italy)",Letizia,Tanca,Polytechnic University of Milan,,Member Review Board,Italy,
Li Xiong (Emory University),Li,Xiong,Emory University,,Member Review Board,United States,
Luc Bouganim (INRIA),Luc,Bouganim,INRIA,Saclay,Member Review Board,France,
Lukasz Golab (University of Waterloo),Lukasz,Golab,University of Waterloo,,Member Review Board,United States,https://orcid.org/0000-0003-0632-7496
Luna Dong (Amazon.com),Xin Luna,Dong,Amazon,,Member Review Board,United States,
Magdalena Balanziska (University of Washington),Magdalena,Balazinska,University of Washington,,Member Review Board,United States,
"Marco Serafini (Qatar Computing Research Institute, Qatar)",Marco,Serafini,Qatar Computing Research Institute,,Member Review Board,Qatar,
"Maria Damiani (University of Milano, Italy)",Maria,Damiani,University of Milan,,Member Review Board,Italy,https://orcid.org/0000-0001-9587-308X
Martin Theobald (University of Luxembourg),Martin,Theobald,University of Luxembourg,,Member Review Board,Luxembourg,
"Masaru Kitsuregawa (University of Tokyo, Japan)",Masaru,Kitsuregawa,University of Tokyo,,Member Review Board,Japan,https://orcid.org/0000-0003-4027-2994
"Matteo Golfarelli (University of Bologna, Italy)",Matteo,Golfarelli,University of Bologna,,Member Review Board,Italy,https://orcid.org/0000-0002-0437-0725
Matthias Boehm (IBM Almaden),Matthias,Boehm,IBM Research,Almaden,Member Review Board,United States,
"Matthias Renz (George Mason Univ., USA)",Matthias,Renz,George Mason University,,Member Review Board,United States,
"Matthieu Latapy (LIP6, France)",Matthieu,Latapy,LIP6,,Member Review Board,France,https://orcid.org/0000-0002-0975-6109
Meihui Zhang (SUTD),Meihui,Zhang,Singapore University of Technology and Design,,Member Review Board,Singapore,https://orcid.org/0000-0002-0752-9877
Melanie Herschel (Universität Stuttgart),Melanie,Herschel,University of Stuttgart,,Member Review Board,Germany,
Michael Cafarella (University of Michigan),Michael,Cafarella,University of Michigan,,Member Review Board,United States,
Mohamed Mokbel (University of Minnesota),Mohamed F.,Mokbel,University of Minnesota,,Member Review Board,United States,https://orcid.org/0000-0002-6686-1757
"Mohamed Sharaf (University of Queensland, Australia)",Mohamed,Sharaf,University of Queensland,,Member Review Board,Australia,
Mohamed Sarwat (ASU),Mohamed,Sarwat,Arizona State University,Tempe,Member Review Board,United States,
"Mohammad Sadoghi Hamedani (University of California, Davis)",Mohammad Sadoghi,Hamedani,University of California,Davis,Member Review Board,United States,
Nesime Tatbul (Intel Labs and MIT),Nesime,Tatbul,Massachusetts Institute of Technology,,Member Review Board,United States,
Nicolas Anciaux (INRIA),Nicolas,Anciaux,INRIA,Saclay,Member Review Board,France,
Niketan Pansare (IBM Almaden),Niketan,Pansare,IBM Research,Almaden,Member Review Board,United States,https://orcid.org/0000-0002-3541-871X
Nikos Mamoulis (The University of Hong Kong),Nikos,Mamoulis,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0003-3423-4895
Ninghui Li (Purdue University),Ninghui,Li,Purdue University,,Member Review Board,United States,
Norman May (SAP Research),Norman,May,SAP Research,,Member Review Board,Germany,
Oktie Hassanzadeh (IBM Research),Oktie,Hassanzadeh,IBM Research,Almaden,Member Review Board,United States,https://orcid.org/0000-0001-5307-9857
Olga Papaemmanouil (Brandeis University),Olga,Papaemmanouil,Brandeis University,,Member Review Board,United States,
Oliver Kennedy (University of Buffalo),Oliver,Kennedy,State University of New York,Buffalo,Member Review Board,United States,https://orcid.org/0000-0003-0632-1668
Panagiotis Bouros (Aarhus University),Panagiotis,Bouros,Aarhus University,,Member Review Board,Denmark,https://orcid.org/0000-0002-8846-4330
Panagiotis Karras (Aalborg University),Panagiotis,Karras,Aalborg University,,Member Review Board,Denmark,
Panagiotis Papapetrou (Stockholm University),Panagiotis,Papapetrou,Stockholm University,,Member Review Board,Sweden,https://orcid.org/0000-0002-4632-4815
Pankaj Agarwal (Duke University),Pankaj,Agarwal,Duke University,,Member Review Board,United States,
Paolo Papotti (Arizona State University),Paolo,Papotti,Arizona State University,Tempe,Member Review Board,United States,https://orcid.org/0000-0003-0651-4128
Peter Bailis (MIT and Stanford),Peter,Bailis,Stanford University,,Member Review Board,United States,
Philippe Lamarre (INSA-Lyon France),Philippe,Lamarre,Institut national des sciences appliquées,Lyon,Member Review Board,France,
Pinar Tozun (IBM Research),Pinar,Tozun,IBM Research,Almaden,Member Review Board,United States,https://orcid.org/0000-0001-6838-4854
Quanquan Gu (University of Virginia),Quanquan,Gu,University of Virginia,,Member Review Board,United States,
Rainer Gemulla (Universität Mannheim),Rainer,Gemulla,University of Mannheim,,Member Review Board,Germany,https://orcid.org/0000-0003-2762-0050
Rajeev Rastogi (Amamzon),Rajeev,Rastogi,Amazon,,Member Review Board,United States,
Ralf Schenkel (University of Trier),Ralf,Schenkel,University of Trier,,Member Review Board,Germany,https://orcid.org/0000-0001-5379-5191
Rebecca Taft (MIT),Rebecca,Taft,Massachusetts Institute of Technology,,Member Review Board,United States,
Rene Mueller (IBM Research - Almaden),Rene,Mueller,IBM Research,Almaden,Member Review Board,United States,
Renee Miller (University of Toronto),Renée J.,Miller,University of Toronto,,Member Review Board,Canada,
"Reynold Cheng (The University of Hong Kong, China)",Reynold,Cheng,University of Hong Kong,,Member Review Board,Hong Kong SAR,https://orcid.org/0000-0002-9480-9809
Reza Akbarinia (INRIA),Reza,Akbarinia,INRIA,Sophia Antipolis,Member Review Board,France,https://orcid.org/0000-0003-0372-0241
Ryan Johnson (Logic Blox USA),Ryan,Johnson,LogicBlox,,Member Review Board,United States,
S. Sudarshan (IIT Bombay),S.,Sudarshan,Indian Institute of Technology,Bombay,Member Review Board,India,
"Sandeep Tata (Google, USA)",Sandeep,Tata,Google,,Member Review Board,United States,
"Sang Won Lee (Sungkyunkwan University, Korea)",Sang Won,Lee,Sungkyunkwan University,,Member Review Board,South Korea,
Sara Cohen (The Hebrew University of Jerusalem),Sara,Cohen,Hebrew University of Jerusalem,,Member Review Board,Israel,
Selçuk Candan (Arizona State University),K. Selçuk,Candan,Arizona State University,Tempe,Member Review Board,United States,
"Sergey Melnik (Google, USA)",Sergey,Melnik,Google,,Member Review Board,United States,
"Sergio Greco (Univ. of Calabria, Italy)",Sergio,Greco,University of Calabria,,Member Review Board,Italy,
Shady Elbassuoni (AUB),Shady,Elbassuoni,American University of Beirut,,Member Review Board,Lebanon,https://orcid.org/0000-0002-3491-6311
Shahram Ghandeharizadeh (UCS),Shahram,Ghandeharizadeh,University of Southern California,,Member Review Board,United States,
"Shel Finkelstein (University of California at Santa Cruz, USA)",Shel,Finkelstein,University of California,Santa Cruz,Member Review Board,United States,
Sihem Amer-Yahia (CNRS),Sihem,Amer-Yahia,French National Centre for Scientific Research,,Member Review Board,United States,
Sourav S Bhowmick (Nanyang Technological University),Sourav S.,Bhowmick,Nanyang Technological University,Singapore,Member Review Board,Singapore,
Spyros Blanas (Ohio State University),Spyros,Blanas,Ohio State University,Columbus,Member Review Board,United States,
Srikanta Bedathur (IBM India),Srikanta,Bedathur,IBM,India,Member Review Board,United States,https://orcid.org/0000-0002-3949-2175
"Srikanta Tirthapura (Iowa State Univ., USA)",Srikanta,Tirthapura,Iowa State University,,Member Review Board,United States,https://orcid.org/0000-0001-5321-924X
"Stéphane Bressan (National University of Singapore, Singapore)",Stéphane,Bressan,National University of Singapore,,Member Review Board,Singapore,
"Steven Whang (Google, USA)",Steven,Whang,Google,,Member Review Board,United States,https://orcid.org/0000-0001-6419-931X
Sudipto Das (Microsoft Research),Sudipto,Das,Microsoft Research,,Member Review Board,United States,
Sungpack Hong (Oracle),Sungpack,Hong,Oracle,,Member Review Board,United States,
"Theodore Johnson (AT&T Labs, USA)",Theodore,Johnson,AT&T Labs,,Member Review Board,United States,
Thomas Neumann (TU Munich),Thomas,Neumann,Technical University of Munich,,Member Review Board,Germany,
Tiark Rompf (Purdue University),Tiark,Rompf,Purdue University,,Member Review Board,United States,
Tim Kraska (Brown University),Tim,Kraska,Brown University,,Member Review Board,United States,
"Tingjian Ge (University of Massachusetts at Lowell, USA)",Tingjian,Ge,University of Massachusetts,Lowell,Member Review Board,United States,
Ulf Leser (Humboldt-Universität zu Berlin),Ulf,Leser,Humboldt University of Berlin,,Member Review Board,Germany,
Umar Farooq Minhas (Microsoft Research),Umar Farooq,Minhas,Microsoft Research,,Member Review Board,United States,
Vanessa Braganholo (Universidade Federal Fluminense),Vanessa,Braganholo,Fluminense Federal University,,Member Review Board,Brazil,https://orcid.org/0000-0002-1184-8192
"Venkatesan Chakaravarthy (IBM Research, India)",Venkatesan,Chakaravarthy,IBM Research,Almaden,Member Review Board,India,https://orcid.org/0000-0002-9422-7243
Vijayshankar Raman (IBM Research - Almaden),Vijayshankar,Raman,IBM Research,Almaden,Member Review Board,United States,
Viktor Leis (Technische Universität München),Viktor,Leis,Technical University of Munich,,Member Review Board,Germany,
"Vincent Leroy (University Grenoble-Alps, CNRS, LIG, France)",Vincent,Leroy,University of Grenoble,,Member Review Board,France,
Vineet Chaoji (Amazon),Vineet,Chaoji,Amazon,,Member Review Board,United States,
Viviane Moreira (Universidade Federal do Rio Grande do Sul),Viviane,Moreira,Federal University of Rio Grande do Sul,,Member Review Board,Brazil,
Wagner Meira Jr. (Universidade Federal de Minas Gerais),Wagner Meira,Jr.,Federal University of Minas Gerais,Belo Horizonte,Member Review Board,Brazil,
"Walid Aref (Purdue Univ., USA)",Walid,Aref,Purdue University,,Member Review Board,United States,https://orcid.org/0000-0001-8169-7775
"Wang-Chien Lee (Pennsylvania State University, USA)",Wang-Chien,Lee,Pennsylvania State University,,Member Review Board,United States,
Wei Lu (Renmin University of China),Wei,Lu,Renmin University of China,,Member Review Board,China,
Wei Wang (National University of Singapore),Wei,Wang,National University of Singapore,,Member Review Board,Singapore,
Willis Lang (Microsoft Gray Systems),Willis,Lang,Microsoft Reserach,,Member Review Board,United States,
Wook-Shin Han (Postech),Wook-Shin,Han,Pohang University of Science and Technology,,Member Review Board,South Korea,
Wynne Hsu (National University of Singapore),Wynne,Hsu,National University of Singapore,,Member Review Board,Singapore,https://orcid.org/0000-0002-4142-8893
Xiaochun Yang (Northeast University),Xiaochun,Yang,"Northeastern University, China",,Member Review Board,China,
Xiaodong Zhang (Ohio State University),Xiaodong,Zhang,Ohio State University,Columbus,Member Review Board,United States,
Xiaofang Zhou (University of Queensland),Xiaofang,Zhou,University of Queensland,,Member Review Board,Australia,
Xuan Liu (Baidu),Xuan,Liu,Baidu,,Member Review Board,China,
Xuemin Lin (University of New),Xuemin,Lin,University of New South Wales,,Member Review Board,Australia,
"Yael Amsterdamer (Tel-aviv Univ., Israel)",Yael,Amsterdamer,Tel Aviv University,,Member Review Board,Israel,
Yizhou Sun (UCLA),Yizhou,Sun,University of California,Los Angeles,Member Review Board,United States,
"Yongxin Tong (Beihang University, China)",Yongxin,Tong,Beihang University,,Member Review Board,China,https://orcid.org/0000-0002-5598-0312
Yoshiharu Ishikawa (Nagoya University),Yoshiharu,Ishikawa,Nagoya University,,Member Review Board,Japan,
Yuanyuan Tian (IBM Almaden),Yuanyuan,Tian,IBM Research,Almaden,Member Review Board,United States,
Yufei Tao (Univ. of Queensland),Yufei,Tao,University of Queensland,,Member Review Board,Australia,https://orcid.org/0000-0003-3883-5452
Zhenhui Li (Penn State University),Zhenhui,Li,Pennsylvania State University,,Member Review Board,United States,
"Zhifeng Bao (RMIT University,)",Zhifeng,Bao,RMIT University,,Member Review Board,Australia,https://orcid.org/0000-0003-2477-381X
Ziawasch Abedjan (TU Berlin),Ziawasch,Abedjan,Technical University of Berlin,,Member Review Board,Germany,
"Zoi Kaoudi (Qatar Computing Research Institute, Qatar) ",Zoi,Kaoudi,Qatar Computing Research Institute,,Member Review Board,Qatar,
